map_size,sigma,learning_rate,init_method,qe,n_cluster
4x4,0.9,0.6,pca_init,0.5872041017779898,16
4x4,0.9,0.3,pca_init,0.5878837598658209,16
4x4,0.8,0.6,pca_init,0.5890392311206613,16
5x5,0.8,0.1,pca_init,0.5896006607960974,23
4x4,0.6,0.6,random_init,0.589674438755374,16
4x4,0.5,0.8,random_init,0.5900649124023041,16
4x4,0.7,0.5,pca_init,0.5903579286048923,16
4x4,0.9,0.7,random_init,0.5908092567073145,16
4x4,0.6,0.8,random_init,0.5908789102598558,16
4x4,0.5,0.7,random_init,0.5920050410281767,16
4x4,0.5,0.6,random_init,0.5925598257663919,16
4x4,0.5,0.4,random_init,0.5937344640738403,16
4x4,0.6,0.6,pca_init,0.5938846303437454,16
4x4,0.5,0.6,pca_init,0.5939084129075723,16
4x4,0.9,0.3,random_init,0.594545636705901,16
4x4,0.8,0.8,pca_init,0.594713234575665,16
4x4,0.7,0.4,pca_init,0.594968686087039,16
5x5,0.3,0.8,pca_init,0.5949888095989149,18
4x4,0.7,0.3,random_init,0.5953319978958126,16
4x4,0.8,0.7,pca_init,0.5955518700379204,16
4x4,0.8,0.5,random_init,0.5956077382186806,16
4x4,0.7,0.8,random_init,0.5958782475028039,16
4x4,0.5,0.8,pca_init,0.597053429264959,16
4x4,0.1,0.4,random_init,0.5970913336645239,16
4x4,0.2,0.4,random_init,0.5970913336687728,16
4x4,0.3,0.4,random_init,0.5970920663987205,16
5x5,0.4,0.9,pca_init,0.5980420220027083,19
5x5,0.3,0.4,pca_init,0.598672182162912,17
4x4,0.6,0.7,pca_init,0.5994468671285617,16
4x4,0.7,0.5,random_init,0.6000710984750697,16
4x4,0.7,0.3,pca_init,0.6001623316795868,16
4x4,0.7,0.6,pca_init,0.6001877803647437,16
5x5,0.1,0.9,pca_init,0.6002416195230185,17
5x5,0.2,0.9,pca_init,0.6002416195230189,17
5x5,0.3,0.9,pca_init,0.6002416205110738,17
4x4,0.5,0.4,pca_init,0.6003330769132756,15
4x4,0.8,0.4,random_init,0.600526320208203,16
4x4,0.8,0.5,pca_init,0.6013533238302586,16
4x4,0.4,0.3,random_init,0.6019673928807547,16
5x5,0.4,0.3,pca_init,0.6023926723135502,16
4x4,0.7,0.8,pca_init,0.6032250308855688,16
4x4,0.8,0.6,random_init,0.6034671650573736,16
4x4,0.8,0.2,pca_init,0.603996513268843,16
4x4,0.8,0.3,pca_init,0.6046820011526931,16
4x4,0.3,0.3,random_init,0.6047616809459757,16
4x4,0.2,0.3,random_init,0.6047617568405113,16
4x4,0.1,0.3,random_init,0.6047617569978209,16
4x4,0.8,0.7,random_init,0.6050075253762254,16
4x4,0.7,0.7,random_init,0.6065244237057741,16
4x4,0.6,0.9,pca_init,0.6066307694822306,16
4x4,0.1,0.5,random_init,0.607305488544633,16
4x4,0.2,0.5,random_init,0.6073054885569289,16
4x4,0.3,0.5,random_init,0.6073058368424962,16
4x4,0.8,0.8,random_init,0.6073219143282822,16
4x4,0.6,0.2,random_init,0.6082921580280215,16
4x4,0.5,0.2,random_init,0.6100223117201119,16
4x4,0.9,0.9,pca_init,0.6102875518254534,16
4x4,0.4,0.2,random_init,0.6105979232400616,16
4x4,0.5,0.5,pca_init,0.6109067117679411,16
4x4,0.9,0.4,random_init,0.6109670272270784,16
4x4,0.3,0.2,random_init,0.6118091629350872,16
4x4,0.2,0.2,random_init,0.6118121238634524,16
4x4,0.1,0.2,random_init,0.6118121249380194,16
5x5,0.3,0.7,pca_init,0.6128299531692349,17
4x4,0.8,0.3,random_init,0.6131834233267113,16
5x5,0.2,0.7,pca_init,0.6132775463308365,17
5x5,0.1,0.7,pca_init,0.6132775466610331,17
5x5,0.7,0.1,pca_init,0.613904880598597,20
4x4,0.1,0.9,random_init,0.614015427639273,16
4x4,0.2,0.9,random_init,0.6140154276392771,16
4x4,0.3,0.9,random_init,0.6140154277009499,16
4x4,0.9,0.5,random_init,0.6145507215778118,16
4x4,0.5,0.3,random_init,0.6146760165297495,16
5x5,0.5,0.2,pca_init,0.6158351493876683,18
5x5,0.2,0.8,pca_init,0.6172120756146617,17
5x5,0.1,0.8,pca_init,0.6172120758421235,17
4x4,0.5,0.3,pca_init,0.6173114668865002,15
4x4,0.6,0.8,pca_init,0.6174694795976892,16
5x5,0.2,0.5,pca_init,0.6183929899257912,17
5x5,0.1,0.5,pca_init,0.6183929909621813,17
5x5,0.2,0.4,pca_init,0.6195184818875459,17
5x5,0.1,0.4,pca_init,0.6195184886699971,17
4x4,0.5,0.9,random_init,0.6198669880866322,16
4x4,0.8,0.9,random_init,0.620606005088036,16
4x4,0.4,0.4,random_init,0.6211726142233909,16
4x4,0.9,0.9,random_init,0.621372698117222,16
4x4,0.9,0.8,pca_init,0.6214426933562108,16
4x4,0.8,0.9,pca_init,0.6235523182021588,16
4x4,0.9,0.7,pca_init,0.6249541960822267,16
4x4,0.5,0.9,pca_init,0.6251441945479099,16
4x4,0.4,0.6,pca_init,0.6259859276278433,15
5x5,0.3,0.5,pca_init,0.6260569515824507,17
5x5,0.3,0.3,pca_init,0.6267993905405712,15
5x5,0.2,0.3,pca_init,0.6268066491843413,15
5x5,0.1,0.3,pca_init,0.6268066498357083,15
5x5,0.3,0.6,pca_init,0.6271568178192822,18
4x4,0.7,0.9,pca_init,0.6273492841390895,16
4x4,0.4,0.8,random_init,0.628032205127929,16
4x4,0.4,0.6,random_init,0.6287038993027642,16
4x4,0.6,0.7,random_init,0.6288763039435613,16
4x4,0.7,0.7,pca_init,0.6289240272205862,16
4x4,0.9,0.2,pca_init,0.629561536280521,16
4x4,0.6,0.2,pca_init,0.6308013009153604,15
4x4,0.3,0.8,pca_init,0.6311388845294935,15
4x4,0.2,0.8,pca_init,0.631140427606192,15
4x4,0.1,0.8,pca_init,0.6311404276774133,15
4x4,0.5,0.1,random_init,0.6319782244993124,16
4x4,0.6,0.9,random_init,0.632705883393426,16
4x4,0.8,0.2,random_init,0.6334526147799238,16
4x4,0.4,0.1,random_init,0.6339699375611234,16
4x4,0.2,0.1,random_init,0.6341185773973698,16
4x4,0.1,0.1,random_init,0.6341185856688322,16
4x4,0.3,0.1,random_init,0.6341320581822126,16
4x4,0.4,0.7,random_init,0.6343180906094958,16
4x4,0.7,0.2,random_init,0.6344170815430208,16
4x4,0.9,0.6,random_init,0.6348772199367172,16
4x4,0.4,0.8,pca_init,0.6361457627671889,15
4x4,0.4,0.5,random_init,0.6367211528752389,16
4x4,0.6,0.3,pca_init,0.6380139059621656,16
4x4,0.2,0.7,random_init,0.6397647031354617,16
4x4,0.1,0.7,random_init,0.6397647031355729,16
4x4,0.3,0.7,random_init,0.639764704450522,16
4x4,0.6,0.1,random_init,0.6402401652981118,16
4x4,0.3,0.6,random_init,0.6404501533748572,16
4x4,0.2,0.6,random_init,0.6404506846700273,16
4x4,0.1,0.6,random_init,0.6404506847278785,16
4x4,0.2,0.8,random_init,0.6412930664041976,16
4x4,0.1,0.8,random_init,0.6412930664042019,16
4x4,0.3,0.8,random_init,0.6412930668870958,16
4x4,0.9,0.2,random_init,0.6434807547191574,16
4x4,0.4,0.9,random_init,0.6439899406158035,16
4x4,0.9,0.8,random_init,0.645569136325115,16
4x4,0.7,0.9,random_init,0.6473295206834155,16
4x4,0.3,0.9,pca_init,0.6503351377413058,14
4x4,0.2,0.9,pca_init,0.6503351379338483,14
4x4,0.1,0.9,pca_init,0.6503351379338524,14
4x4,0.5,0.2,pca_init,0.6532068487599288,14
5x5,0.2,0.6,pca_init,0.653261032680401,17
5x5,0.1,0.6,pca_init,0.6532610364262337,17
4x4,0.4,0.7,pca_init,0.6541453909066447,15
5x5,0.4,0.2,pca_init,0.6566740731432538,14
4x4,0.8,0.1,random_init,0.6589226974493424,16
4x4,0.4,0.5,pca_init,0.6592085412549313,14
4x4,0.7,0.1,random_init,0.6597377791973669,16
4x4,0.1,0.7,pca_init,0.6600473650035854,14
4x4,0.2,0.7,pca_init,0.6600473650646759,14
4x4,0.3,0.7,pca_init,0.6600486946437408,14
4x4,0.8,0.1,pca_init,0.6618358374942778,15
5x5,0.6,0.1,pca_init,0.664406656239843,15
4x4,0.4,0.9,pca_init,0.6670718472634745,15
4x4,0.9,0.1,pca_init,0.6672382120620193,16
4x4,0.7,0.1,pca_init,0.6699196596825445,15
4x4,0.9,0.1,random_init,0.671673523514389,16
4x4,0.3,0.6,pca_init,0.6793357782377191,13
4x4,0.2,0.6,pca_init,0.6793431217292177,13
4x4,0.1,0.6,pca_init,0.6793431223914994,13
4x4,0.4,0.4,pca_init,0.6802154255336763,14
4x4,0.4,0.3,pca_init,0.6818843558417536,13
5x5,0.3,0.2,pca_init,0.6875955665209041,13
5x5,0.2,0.2,pca_init,0.6882712838733354,14
5x5,0.1,0.2,pca_init,0.6882712879538746,14
4x4,0.3,0.4,pca_init,0.692550657117239,13
4x4,0.2,0.4,pca_init,0.6925994359729267,13
4x4,0.1,0.4,pca_init,0.6925994401729819,13
4x4,0.3,0.5,pca_init,0.6946030789600688,12
4x4,0.2,0.5,pca_init,0.6946154961967571,12
4x4,0.1,0.5,pca_init,0.6946154968969764,12
4x4,0.3,0.3,pca_init,0.6947895006313614,13
4x4,0.2,0.3,pca_init,0.6948198767177423,13
4x4,0.1,0.3,pca_init,0.6948198791030165,13
4x4,0.6,0.1,pca_init,0.701002674752919,14
4x4,0.4,0.2,pca_init,0.7080892715654223,13
5x5,0.5,0.1,pca_init,0.7111069577796744,14
4x4,0.5,0.1,pca_init,0.7326505277045247,13
4x4,0.3,0.2,pca_init,0.7383902303915227,10
4x4,0.2,0.2,pca_init,0.7383979471237745,10
4x4,0.1,0.2,pca_init,0.7383979477619093,10
3x3,0.6,0.4,random_init,0.7386143279579773,9
3x3,0.8,0.2,pca_init,0.7411182771073618,9
4x4,0.3,0.1,pca_init,0.7441165230589206,12
4x4,0.2,0.1,pca_init,0.7441249059092796,12
4x4,0.1,0.1,pca_init,0.7441249075068163,12
4x4,0.4,0.1,pca_init,0.7446174305697922,11
3x3,0.6,0.2,random_init,0.7491510018325324,9
5x5,0.4,0.1,pca_init,0.751216290130376,12
3x3,0.6,0.3,random_init,0.7524756883807628,9
3x3,0.7,0.3,random_init,0.753244487978144,9
3x3,0.7,0.4,random_init,0.7534637704814768,9
3x3,0.6,0.2,pca_init,0.7537675298699058,9
5x5,0.3,0.1,pca_init,0.7543238527223478,12
5x5,0.2,0.1,pca_init,0.7543290309703473,12
5x5,0.1,0.1,pca_init,0.7543290330420511,12
3x3,0.8,0.4,pca_init,0.7545966266523639,9
3x3,0.7,0.2,pca_init,0.7556959286346278,9
3x3,0.7,0.1,random_init,0.7566965028813263,9
3x3,0.5,0.2,pca_init,0.757587675834156,9
3x3,0.7,0.3,pca_init,0.7578995241182707,9
3x3,0.5,0.3,pca_init,0.7614086202707795,9
3x3,0.8,0.3,pca_init,0.7625989768134734,9
3x3,0.5,0.5,random_init,0.7627887966528142,9
3x3,0.6,0.3,pca_init,0.7636782075102783,9
3x3,0.9,0.3,pca_init,0.7645352610311869,9
3x3,0.7,0.4,pca_init,0.7645393018598277,9
3x3,0.9,0.2,pca_init,0.7650413925935723,9
3x3,0.4,0.4,pca_init,0.7654597837966562,9
3x3,0.8,0.1,pca_init,0.7657806430821934,9
3x3,0.7,0.6,pca_init,0.7668392001608398,9
3x3,0.7,0.2,random_init,0.7669700839975646,9
3x3,0.9,0.1,pca_init,0.767298190636835,9
3x3,0.9,0.2,random_init,0.7698391231074476,9
3x3,0.8,0.2,random_init,0.7703219017939406,9
3x3,0.7,0.5,pca_init,0.7709273350260121,9
3x3,0.6,0.4,pca_init,0.7713921280426054,9
3x3,0.5,0.4,pca_init,0.7718034251041989,9
3x3,0.8,0.5,pca_init,0.772219874884158,9
3x3,0.9,0.4,random_init,0.7725762773869098,9
3x3,0.8,0.5,random_init,0.7733919550113355,9
3x3,0.9,0.6,pca_init,0.7735682705096162,9
3x3,0.7,0.6,random_init,0.7737795630685204,9
3x3,0.6,0.6,pca_init,0.774936331729438,9
3x3,0.7,0.1,pca_init,0.7752310926087547,9
3x3,0.6,0.5,pca_init,0.7765499067552266,9
3x3,0.5,0.5,pca_init,0.776718707324836,9
3x3,0.4,0.5,pca_init,0.7767190270521094,9
3x3,0.6,0.1,random_init,0.7771511893340323,9
3x3,0.6,0.1,pca_init,0.7778622624687609,9
3x3,0.8,0.3,random_init,0.7779955663734726,9
3x3,0.6,0.5,random_init,0.7786640642069721,9
3x3,0.1,0.2,pca_init,0.7790238047188743,8
3x3,0.2,0.2,pca_init,0.7790238047666369,8
3x3,0.3,0.2,pca_init,0.7790239911659211,8
3x3,0.2,0.4,random_init,0.7791094524521198,9
3x3,0.1,0.4,random_init,0.779109452543586,9
3x3,0.8,0.4,random_init,0.7795905122388772,9
3x3,0.4,0.3,pca_init,0.7796995469284946,9
3x3,0.4,0.6,pca_init,0.7797617643569071,9
3x3,0.5,0.6,pca_init,0.7797668454319919,9
3x3,0.2,0.3,pca_init,0.780096847959656,8
3x3,0.1,0.3,pca_init,0.7800968479598761,8
3x3,0.3,0.3,pca_init,0.7800968509209201,8
3x3,0.4,0.5,random_init,0.7811074817770969,9
3x3,0.7,0.7,random_init,0.7812119559567015,9
3x3,0.9,0.7,pca_init,0.7824381680258707,9
3x3,0.3,0.5,random_init,0.7824833012679102,9
3x3,0.2,0.5,random_init,0.7824833219316749,9
3x3,0.1,0.5,random_init,0.7824833219330006,9
3x3,0.5,0.6,random_init,0.7834875962465556,9
3x3,0.4,0.2,pca_init,0.7839597014500211,8
3x3,0.9,0.4,pca_init,0.7844549353766493,9
3x3,0.6,0.7,pca_init,0.7845741194440348,9
3x3,0.5,0.2,random_init,0.7849913350437744,9
3x3,0.5,0.1,pca_init,0.7856435267233581,8
3x3,0.8,0.8,random_init,0.7866326010863964,9
3x3,0.9,0.5,pca_init,0.7872295139188026,9
3x3,0.6,0.6,random_init,0.7875817691781538,9
3x3,0.4,0.6,random_init,0.7875947785142308,9
3x3,0.1,0.6,random_init,0.78766550336742,9
3x3,0.2,0.6,random_init,0.7876655033674802,9
3x3,0.7,0.7,pca_init,0.7879205744521736,9
3x3,0.4,0.3,random_init,0.7881708735795302,9
3x3,0.9,0.9,pca_init,0.7888184278469229,9
3x3,0.3,0.6,random_init,0.7890587971962754,9
3x3,0.2,0.3,random_init,0.7890768750667227,9
3x3,0.1,0.3,random_init,0.789076875473857,9
3x3,0.7,0.8,pca_init,0.7897279781812576,9
3x3,0.2,0.4,pca_init,0.7898579030966476,8
3x3,0.1,0.4,pca_init,0.7898579030966741,8
3x3,0.3,0.4,pca_init,0.7898579033766613,8
3x3,0.3,0.8,pca_init,0.78988597562595,9
3x3,0.1,0.8,pca_init,0.7898859756293553,9
3x3,0.2,0.8,pca_init,0.7898859756293553,9
3x3,0.3,0.7,pca_init,0.7906784756416724,9
3x3,0.2,0.7,pca_init,0.7906784756448828,9
3x3,0.1,0.7,pca_init,0.7906784756448832,9
3x3,0.2,0.5,pca_init,0.7926992718909825,8
3x3,0.1,0.5,pca_init,0.7926992718909843,8
3x3,0.3,0.5,pca_init,0.7926992719462578,8
3x3,0.5,0.3,random_init,0.7931369136722731,9
3x3,0.3,0.3,random_init,0.7935695537272975,9
3x3,0.5,0.8,random_init,0.7938762239376768,9
3x3,0.8,0.9,pca_init,0.7942159557047028,9
3x3,0.7,0.8,random_init,0.7956778508344867,9
3x3,0.8,0.8,pca_init,0.7963036646247348,9
3x3,0.6,0.7,random_init,0.7970224470407827,9
3x3,0.4,0.4,random_init,0.7975403589792948,9
3x3,0.3,0.4,random_init,0.7975450633366448,9
3x3,0.3,0.1,random_init,0.7975989326870799,9
3x3,0.2,0.1,random_init,0.797601423488629,9
3x3,0.1,0.1,random_init,0.7976014240637838,9
3x3,0.5,0.7,random_init,0.7982817480274671,9
3x3,0.4,0.7,random_init,0.7982879831552665,9
3x3,0.1,0.7,random_init,0.7982879992929212,9
3x3,0.2,0.7,random_init,0.7982879992929213,9
3x3,0.3,0.7,random_init,0.7982880322405307,9
3x3,0.4,0.1,random_init,0.7985943264260469,9
3x3,0.9,0.5,random_init,0.8002468361024997,9
3x3,0.6,0.9,random_init,0.8010102692139592,9
3x3,0.5,0.4,random_init,0.8018582198783059,9
3x3,0.8,0.1,random_init,0.8025050330907496,9
3x3,0.5,0.9,pca_init,0.8038445509629804,9
3x3,0.9,0.3,random_init,0.8051243119098815,9
3x3,0.6,0.8,random_init,0.8073960325711913,9
3x3,0.4,0.8,random_init,0.8075284229075955,9
3x3,0.2,0.8,random_init,0.807534955795345,9
3x3,0.1,0.8,random_init,0.807534955795345,9
3x3,0.3,0.8,random_init,0.8075349557993757,9
3x3,0.3,0.2,random_init,0.8083980654181498,9
3x3,0.2,0.2,random_init,0.8083992695556547,9
3x3,0.1,0.2,random_init,0.8083992698424267,9
3x3,0.8,0.6,pca_init,0.8098453871580806,9
3x3,0.9,0.8,pca_init,0.809859422599427,9
3x3,0.9,0.6,random_init,0.8116877961547561,9
3x3,0.5,0.9,random_init,0.8117580083826977,9
3x3,0.7,0.9,random_init,0.8132157597337882,9
3x3,0.4,0.2,random_init,0.8138674992027679,9
3x3,0.4,0.9,pca_init,0.8141450195347096,9
3x3,0.5,0.1,random_init,0.8142993010574389,9
3x3,0.7,0.5,random_init,0.8147623687807921,9
3x3,0.8,0.6,random_init,0.8149411508011443,9
3x3,0.4,0.7,pca_init,0.8155352419734947,9
3x3,0.8,0.9,random_init,0.8160367849250945,9
3x3,0.4,0.9,random_init,0.8161497449190901,9
3x3,0.1,0.9,random_init,0.8161980735813459,9
3x3,0.2,0.9,random_init,0.8161980735813459,9
3x3,0.3,0.9,random_init,0.8161980735839096,9
3x3,0.8,0.7,pca_init,0.8164349892401959,9
3x3,0.5,0.7,pca_init,0.8174642465243195,9
3x3,0.9,0.7,random_init,0.8185656500792273,9
3x3,0.9,0.1,random_init,0.8191002723611233,9
3x3,0.8,0.7,random_init,0.8191036312103662,9
3x3,0.6,0.8,pca_init,0.8197747592963129,9
3x3,0.6,0.9,pca_init,0.8198960140402747,9
3x3,0.4,0.8,pca_init,0.8204501187379923,9
3x3,0.5,0.8,pca_init,0.8204503303808186,9
3x3,0.3,0.9,pca_init,0.8229961959974896,9
3x3,0.2,0.9,pca_init,0.8229961959976412,9
3x3,0.1,0.9,pca_init,0.8229961959976412,9
3x3,0.7,0.9,pca_init,0.823151799267469,9
3x3,0.2,0.6,pca_init,0.8232482119983465,8
3x3,0.1,0.6,pca_init,0.8232482119983465,8
3x3,0.3,0.6,pca_init,0.8232482119987798,8
3x3,0.4,0.1,pca_init,0.8245161050393298,7
3x3,0.9,0.8,random_init,0.8265374638758253,9
3x3,0.9,0.9,random_init,0.8274418214430296,9
3x3,0.3,0.1,pca_init,0.8295134224653106,7
3x3,0.1,0.1,pca_init,0.8295139094382301,7
3x3,0.2,0.1,pca_init,0.8295139098364491,7
2x2,0.9,0.7,pca_init,1.0826661406009335,4
2x2,0.9,0.9,pca_init,1.0854701358980539,4
2x2,0.9,0.6,pca_init,1.0857984183105553,4
2x2,0.8,0.9,pca_init,1.0865664681849543,4
2x2,0.9,0.5,pca_init,1.0867324921438168,4
2x2,0.7,0.9,pca_init,1.0869007981582528,4
2x2,0.6,0.9,pca_init,1.0869320069198514,4
2x2,0.5,0.9,pca_init,1.086932854411044,4
2x2,0.4,0.9,pca_init,1.0869328597369858,4
2x2,0.2,0.9,pca_init,1.0869328597371617,4
2x2,0.3,0.9,pca_init,1.0869328597371617,4
2x2,0.1,0.9,pca_init,1.0869328597371617,4
2x2,0.8,0.5,pca_init,1.096579064434387,4
2x2,0.7,0.5,pca_init,1.0966383381025313,4
2x2,0.6,0.5,pca_init,1.0966419013484277,4
2x2,0.9,0.1,pca_init,1.0987016559298037,4
2x2,0.9,0.4,pca_init,1.0994698142605346,4
2x2,0.8,0.4,pca_init,1.0995495254475518,4
2x2,0.9,0.3,pca_init,1.1004619469766448,4
2x2,0.7,0.2,pca_init,1.1075600175909184,4
2x2,0.6,0.2,pca_init,1.107571123702506,4
