,지역본부,재산 소재지,노선명, 면적(공부) ,유형분류,현재 사용현황,향후 사용계획 및 추진사항,plan_category
9089,영남본부,경상남도 김해시 한림면 장방리 169ㅡ9,경전선,46.0,기타,운행선 인접부지,미사용,계획없음
9090,영남본부,경상남도 김해시 한림면 장방리 170ㅡ4,경전선,13.0,기타,운행선 인접부지,미사용,계획없음
9091,영남본부,경상남도 김해시 한림면 장방리 170ㅡ8,경전선,24.0,기타,운행선 인접부지,미사용,계획없음
9092,영남본부,경상남도 김해시 한림면 장방리 212ㅡ6,경전선,1501.0,기타,운행선 인접부지,미사용,계획없음
9093,영남본부,경상남도 김해시 한림면 장방리 218ㅡ2,경전선,3871.0,기타,운행선 인접부지,미사용,계획없음
9094,영남본부,경상남도 김해시 한림면 장방리 222ㅡ3,경전선,10.0,기타,운행선 인접부지,미사용,계획없음
9095,영남본부,경상남도 김해시 한림면 장방리 225ㅡ3,경전선,76.0,기타,운행선 인접부지,미사용,계획없음
9096,영남본부,경상남도 김해시 한림면 장방리 228ㅡ106,경전선,51.0,기타,운행선 인접부지,미사용,계획없음
9097,영남본부,경상남도 김해시 한림면 장방리 228ㅡ107,경전선,16.0,기타,운행선 인접부지,미사용,계획없음
9098,영남본부,경상남도 김해시 한림면 장방리 228ㅡ11,경전선,648.0,기타,운행선 인접부지,미사용,계획없음
9099,영남본부,경상남도 김해시 한림면 장방리 228ㅡ110,경전선,153.0,기타,운행선 인접부지,미사용,계획없음
9100,영남본부,경상남도 김해시 한림면 장방리 228ㅡ111,경전선,302.0,기타,운행선 인접부지,미사용,계획없음
9101,영남본부,경상남도 김해시 한림면 장방리 228ㅡ112,경전선,92.0,기타,운행선 인접부지,미사용,계획없음
9102,영남본부,경상남도 김해시 한림면 장방리 228ㅡ113,경전선,60.0,기타,운행선 인접부지,미사용,계획없음
9103,영남본부,경상남도 김해시 한림면 장방리 228ㅡ114,경전선,60.0,기타,운행선 인접부지,미사용,계획없음
9104,영남본부,경상남도 김해시 한림면 장방리 228ㅡ115,경전선,101.0,기타,운행선 인접부지,미사용,계획없음
9105,영남본부,경상남도 김해시 한림면 장방리 228ㅡ116,경전선,101.0,기타,운행선 인접부지,미사용,계획없음
9106,영남본부,경상남도 김해시 한림면 장방리 228ㅡ117,경전선,195.0,기타,운행선 인접부지,미사용,계획없음
9107,영남본부,경상남도 김해시 한림면 장방리 228ㅡ118,경전선,305.0,기타,운행선 인접부지,미사용,계획없음
9108,영남본부,경상남도 김해시 한림면 장방리 228ㅡ119,경전선,261.0,기타,운행선 인접부지,미사용,계획없음
9109,영남본부,경상남도 김해시 한림면 장방리 228ㅡ120,경전선,223.0,기타,운행선 인접부지,미사용,계획없음
9110,영남본부,경상남도 김해시 한림면 장방리 228ㅡ121,경전선,163.0,기타,운행선 인접부지,미사용,계획없음
9111,영남본부,경상남도 김해시 한림면 장방리 228ㅡ14,경전선,3329.0,기타,운행선 인접부지,미사용,계획없음
9112,영남본부,경상남도 김해시 한림면 장방리 228ㅡ20,경전선,337.0,기타,운행선 인접부지,미사용,계획없음
9113,영남본부,경상남도 김해시 한림면 장방리 228ㅡ4,경전선,893.0,기타,운행선 인접부지,미사용,계획없음
9114,영남본부,경상남도 김해시 한림면 장방리 228ㅡ5,경전선,916.0,기타,운행선 인접부지,미사용,계획없음
9115,영남본부,경상남도 김해시 한림면 장방리 228ㅡ6,경전선,4430.0,기타,운행선 인접부지,미사용,계획없음
9116,영남본부,경상남도 김해시 한림면 장방리 228ㅡ66,경전선,446.0,기타,운행선 인접부지,미사용,계획없음
9117,영남본부,경상남도 김해시 한림면 장방리 228ㅡ67,경전선,206.0,기타,운행선 인접부지,미사용,계획없음
9118,영남본부,경상남도 김해시 한림면 장방리 228ㅡ9,경전선,420.0,기타,운행선 인접부지,미사용,계획없음
9119,영남본부,경상남도 김해시 한림면 장방리 234ㅡ2,경전선,119.0,기타,운행선 인접부지,미사용,계획없음
9120,영남본부,경상남도 김해시 한림면 장방리 251ㅡ10,경전선,916.0,기타,운행선 인접부지,미사용,계획없음
9121,영남본부,경상남도 김해시 한림면 장방리 251ㅡ14,경전선,1071.0,기타,운행선 인접부지,미사용,계획없음
9122,영남본부,경상남도 김해시 한림면 장방리 251ㅡ15,경전선,671.0,기타,운행선 인접부지,미사용,계획없음
9123,영남본부,경상남도 김해시 한림면 장방리 251ㅡ18,경전선,949.0,기타,운행선 인접부지,미사용,계획없음
9124,영남본부,경상남도 김해시 한림면 장방리 251ㅡ19,경전선,348.0,기타,운행선 인접부지,미사용,계획없음
9125,영남본부,경상남도 김해시 한림면 장방리 251ㅡ2,경전선,727.0,기타,운행선 인접부지,미사용,계획없음
9126,영남본부,경상남도 김해시 한림면 장방리 251ㅡ21,경전선,223.0,기타,운행선 인접부지,미사용,계획없음
9127,영남본부,경상남도 김해시 한림면 장방리 251ㅡ22,경전선,16.0,기타,운행선 인접부지,미사용,계획없음
9128,영남본부,경상남도 김해시 한림면 장방리 251ㅡ5,경전선,3.0,기타,운행선 인접부지,미사용,계획없음
9129,영남본부,경상남도 김해시 한림면 장방리 252ㅡ11,경전선,168.0,기타,운행선 인접부지,미사용,계획없음
9130,영남본부,경상남도 김해시 한림면 장방리 252ㅡ2,경전선,2.0,기타,운행선 인접부지,미사용,계획없음
9131,영남본부,경상남도 김해시 한림면 장방리 252ㅡ5,경전선,615.0,기타,운행선 인접부지,미사용,계획없음
9132,영남본부,경상남도 김해시 한림면 장방리 255ㅡ2,경전선,737.0,기타,운행선 인접부지,미사용,계획없음
9133,영남본부,경상남도 김해시 한림면 장방리 256ㅡ1,경전선,89.0,기타,운행선 인접부지,미사용,계획없음
9134,영남본부,경상남도 김해시 한림면 장방리 256ㅡ2,경전선,1127.0,기타,운행선 인접부지,미사용,계획없음
9135,영남본부,경상남도 김해시 한림면 장방리 256ㅡ4,경전선,43.0,기타,운행선 인접부지,미사용,계획없음
9136,영남본부,경상남도 김해시 한림면 장방리 256ㅡ6,경전선,139.0,기타,운행선 인접부지,미사용,계획없음
9137,영남본부,경상남도 김해시 한림면 장방리 256ㅡ7,경전선,106.0,기타,운행선 인접부지,미사용,계획없음
9138,영남본부,경상남도 김해시 한림면 장방리 256ㅡ8,경전선,393.0,기타,운행선 인접부지,미사용,계획없음
9139,영남본부,경상남도 김해시 한림면 장방리 257ㅡ1,경전선,1365.0,기타,운행선 인접부지,미사용,계획없음
9140,영남본부,경상남도 김해시 한림면 장방리 257ㅡ2,경전선,945.0,기타,운행선 인접부지,미사용,계획없음
9141,영남본부,경상남도 김해시 한림면 장방리 258ㅡ1,경전선,5474.0,기타,운행선 인접부지,미사용,계획없음
9142,영남본부,경상남도 김해시 한림면 장방리 258ㅡ2,경전선,33.0,기타,운행선 인접부지,미사용,계획없음
9143,영남본부,경상남도 김해시 한림면 장방리 277ㅡ3,경전선,116.0,기타,운행선 인접부지,미사용,계획없음
9144,영남본부,경상남도 김해시 한림면 장방리 278ㅡ2,경전선,4075.0,기타,운행선 인접부지,미사용,계획없음
9145,영남본부,경상남도 김해시 한림면 장방리 278ㅡ3,경전선,413.0,기타,운행선 인접부지,미사용,계획없음
9146,영남본부,경상남도 김해시 한림면 장방리 278ㅡ4,경전선,1772.0,기타,운행선 인접부지,미사용,계획없음
9147,영남본부,경상남도 김해시 한림면 장방리 278ㅡ8,경전선,931.0,기타,운행선 인접부지,미사용,계획없음
9148,영남본부,경상남도 김해시 한림면 장방리 336ㅡ1,경전선,388.0,기타,운행선 인접부지,미사용,계획없음
9149,영남본부,경상남도 김해시 한림면 장방리 457ㅡ1,경전선,96.0,기타,운행선 인접부지,미사용,계획없음
9150,영남본부,경상남도 김해시 한림면 장방리 462ㅡ4,경전선,221.0,기타,운행선 인접부지,미사용,계획없음
9151,영남본부,경상남도 김해시 한림면 장방리 92ㅡ5,경전선,10.0,기타,운행선 인접부지,미사용,계획없음
9152,영남본부,경상남도 김해시 한림면 장방리 93ㅡ2,경전선,93.0,기타,운행선 인접부지,미사용,계획없음
9153,영남본부,경상남도 김해시 한림면 장방리 96ㅡ2,경전선,36.0,기타,운행선 인접부지,미사용,계획없음
9154,영남본부,경상남도 김해시 한림면 장방리 98ㅡ2,경전선,30.0,기타,운행선 인접부지,미사용,계획없음
9155,영남본부,경상남도 김해시 한림면 장방리 98ㅡ5,경전선,26.0,기타,운행선 인접부지,미사용,계획없음
9156,영남본부,경상남도 김해시 한림면 장방리 98ㅡ6,경전선,93.0,기타,운행선 인접부지,미사용,계획없음
9184,영남본부,경상남도 진주시 인사동 219ㅡ3,경전선,7.0,기타,미사용,미사용,계획없음
9185,영남본부,경상남도 진주시 인사동 219ㅡ30,경전선,1.0,기타,미사용,미사용,계획없음
9186,영남본부,경상남도 진주시 인사동 219ㅡ8,경전선,26.0,기타,미사용,미사용,계획없음
9188,영남본부,경상남도 창원시 마산회원구 내서읍 중리 11ㅡ4,경전선,1254.0,기타,미사용,미사용,계획없음
9189,영남본부,경상남도 창원시 마산회원구 내서읍 중리 13ㅡ2,경전선,393.0,기타,미사용,미사용,계획없음
9190,영남본부,경상남도 창원시 마산회원구 내서읍 중리 13ㅡ4,경전선,2.0,기타,미사용,미사용,계획없음
9191,영남본부,경상남도 창원시 마산회원구 내서읍 중리 14ㅡ2,경전선,532.0,기타,미사용,미사용,계획없음
9192,영남본부,경상남도 창원시 마산회원구 내서읍 중리 15ㅡ2,경전선,1164.0,기타,미사용,미사용,계획없음
9193,영남본부,경상남도 창원시 마산회원구 내서읍 중리 16ㅡ2,경전선,1467.0,기타,미사용,미사용,계획없음
9194,영남본부,경상남도 창원시 마산회원구 내서읍 중리 1ㅡ1,경전선,3.0,기타,미사용,미사용,계획없음
9195,영남본부,경상남도 창원시 마산회원구 내서읍 중리 27ㅡ2,경전선,7.0,기타,미사용,미사용,계획없음
9196,영남본부,경상남도 창원시 마산회원구 내서읍 중리 27ㅡ3,경전선,99.0,기타,미사용,미사용,계획없음
9197,영남본부,경상남도 창원시 마산회원구 내서읍 중리 53ㅡ3,경전선,182.0,기타,미사용,미사용,계획없음
9198,영남본부,경상남도 창원시 마산회원구 내서읍 중리 60ㅡ2,경전선,3756.0,기타,미사용,미사용,계획없음
9199,영남본부,경상남도 창원시 마산회원구 내서읍 중리 663ㅡ1,경전선,83.0,기타,운행선 인접부지,미사용,계획없음
9200,영남본부,경상남도 창원시 마산회원구 내서읍 중리 산 140ㅡ3,경전선,1388.0,기타,운행선 인접부지,미사용,계획없음
9289,영남본부,경상남도 창원시 의창구 동읍 용강리 375ㅡ2,경전선,2353.0,기타,미사용,미사용,계획없음
9290,영남본부,경상남도 창원시 의창구 동읍 용강리 381ㅡ2,경전선,4065.0,기타,미사용,미사용,계획없음
9291,영남본부,경상남도 창원시 의창구 동읍 용강리 383ㅡ1,경전선,152.0,기타,미사용,미사용,계획없음
9292,영남본부,경상남도 창원시 의창구 동읍 용강리 424ㅡ2,경전선,912.0,기타,미사용,미사용,계획없음
9293,영남본부,경상남도 창원시 의창구 동읍 용강리 439ㅡ1,경전선,1279.0,기타,운행선 인접부지,미사용,계획없음
9295,영남본부,경상남도 창원시 의창구 동읍 용강리 442ㅡ4,경전선,86.0,기타,운행선 인접부지,미사용,계획없음
9296,영남본부,경상남도 창원시 의창구 동읍 용강리 444ㅡ2,경전선,281.0,기타,미사용,미사용,계획없음
9297,영남본부,경상남도 창원시 의창구 동읍 용강리 454,경전선,4130.0,기타,미사용,미사용,계획없음
9298,영남본부,경상남도 창원시 의창구 동읍 용강리 457,경전선,826.0,기타,미사용,미사용,계획없음
9299,영남본부,경상남도 창원시 의창구 동읍 용강리 731ㅡ2,경전선,287.0,기타,미사용,미사용,계획없음
9301,영남본부,경상남도 창원시 의창구 동읍 용강리 731ㅡ9,경전선,201.0,기타,미사용,미사용,계획없음
9303,영남본부,경상남도 창원시 의창구 동읍 용강리 774ㅡ1,경전선,110.0,기타,미사용,미사용,계획없음
9304,영남본부,경상남도 창원시 의창구 동읍 용강리 774ㅡ2,경전선,122.0,기타,미사용,미사용,계획없음
9305,영남본부,경상남도 창원시 의창구 동읍 용강리 787ㅡ1,경전선,505.0,기타,운행선 인접부지,미사용,계획없음
9306,영남본부,경상남도 창원시 의창구 동읍 용강리 787ㅡ2,경전선,45.0,기타,운행선 인접부지,미사용,계획없음
9308,영남본부,경상남도 창원시 의창구 동읍 용강리 788ㅡ1,경전선,3387.0,기타,미사용,미사용,계획없음
9309,영남본부,경상남도 창원시 의창구 동읍 용강리 788ㅡ2,경전선,859.0,기타,미사용,미사용,계획없음
9310,영남본부,경상남도 창원시 의창구 동읍 용강리 788ㅡ3,경전선,1294.0,기타,미사용,미사용,계획없음
9311,영남본부,경상남도 창원시 의창구 동읍 용강리 788ㅡ4,경전선,154.0,기타,미사용,미사용,계획없음
9556,영남본부,부산광역시 해운대구 송정동 299ㅡ20,동해남부선,11273.0,보전,미사용,미사용,계획없음
10052,영남본부,경상북도 포항시 북구 창포동 434ㅡ5,동해중부 미건설선,229.0,활용,미사용,미사용,계획없음
12215,영남본부,경상남도 밀양시 용평동 980ㅡ2,산재 유휴부지,54.0,기타,운행선 인접부지,미사용,계획없음
12366,영남본부,경상남도 김해시 생림면 마사리 654ㅡ4,산재 유휴부지,263.0,기타,,미사용,계획없음
12380,영남본부,경상남도 김해시 한림면 시산리 619ㅡ10,산재 유휴부지,238.0,활용,유휴부지,미사용,계획없음
12381,영남본부,경상남도 김해시 한림면 시산리 619ㅡ11,산재 유휴부지,248.0,활용,유휴부지,미사용,계획없음
12382,영남본부,경상남도 김해시 한림면 시산리 619ㅡ12,산재 유휴부지,255.0,활용,유휴부지,미사용,계획없음
12383,영남본부,경상남도 김해시 한림면 시산리 619ㅡ13,산재 유휴부지,175.0,활용,유휴부지,미사용,계획없음
12384,영남본부,경상남도 김해시 한림면 시산리 619ㅡ14,산재 유휴부지,198.0,활용,유휴부지,미사용,계획없음
12385,영남본부,경상남도 김해시 한림면 시산리 619ㅡ15,산재 유휴부지,198.0,활용,유휴부지,미사용,계획없음
12387,영남본부,경상남도 김해시 한림면 시산리 619ㅡ4,산재 유휴부지,284.0,활용,유휴부지,미사용,계획없음
12388,영남본부,경상남도 김해시 한림면 시산리 619ㅡ5,산재 유휴부지,165.0,활용,유휴부지,미사용,계획없음
12389,영남본부,경상남도 김해시 한림면 시산리 619ㅡ6,산재 유휴부지,301.0,활용,유휴부지,미사용,계획없음
12390,영남본부,경상남도 김해시 한림면 시산리 619ㅡ7,산재 유휴부지,380.0,활용,유휴부지,미사용,계획없음
12391,영남본부,경상남도 김해시 한림면 시산리 619ㅡ8,산재 유휴부지,175.0,활용,유휴부지,미사용,계획없음
12393,영남본부,경상남도 김해시 한림면 장방리 1254ㅡ4,산재 유휴부지,833.0,기타,운행선 인접부지,미사용,계획없음
12394,영남본부,경상남도 김해시 한림면 장방리 1254ㅡ6,산재 유휴부지,1630.0,기타,운행선 인접부지,미사용,계획없음
12395,영남본부,경상남도 김해시 한림면 장방리 1254ㅡ8,산재 유휴부지,74.0,기타,운행선 인접부지,미사용,계획없음
12396,영남본부,경상남도 김해시 한림면 장방리 168ㅡ9,산재 유휴부지,20.0,활용,운행선 인접부지,미사용,계획없음
12397,영남본부,경상남도 김해시 한림면 장방리 228ㅡ67,산재 유휴부지,206.0,기타,운행선 인접부지,미사용,계획없음
12398,영남본부,경상남도 김해시 한림면 장방리 228ㅡ9,산재 유휴부지,202.0,기타,운행선 인접부지,미사용,계획없음
12399,영남본부,경상남도 김해시 한림면 장방리 256ㅡ2,산재 유휴부지,913.0,활용,운행선 인접부지,미사용,계획없음
12400,영남본부,경상남도 김해시 한림면 장방리 457ㅡ1,산재 유휴부지,96.0,기타,운행선 인접부지,미사용,계획없음
12401,영남본부,경상남도 김해시 한림면 장방리 462ㅡ4,산재 유휴부지,221.0,기타,운행선 인접부지,미사용,계획없음
12402,영남본부,경상남도 사천시 곤명면 봉계리 407,산재 유휴부지,2582.0,활용,,미사용,계획없음
12403,영남본부,경상남도 사천시 곤명면 봉계리 410,산재 유휴부지,1307.0,활용,,미사용,계획없음
12404,영남본부,경상남도 사천시 곤명면 봉계리 528,산재 유휴부지,383.0,활용,,미사용,계획없음
12405,영남본부,경상남도 사천시 곤명면 봉계리 702,산재 유휴부지,158.0,활용,,미사용,계획없음
12406,영남본부,경상남도 사천시 곤명면 봉계리 854,산재 유휴부지,445.0,활용,,미사용,계획없음
12407,영남본부,경상남도 사천시 곤명면 봉계리 855,산재 유휴부지,650.0,활용,,미사용,계획없음
12408,영남본부,경상남도 진주시 내동면 내평리 815ㅡ5,산재 유휴부지,392.0,활용,,미사용,계획없음
12409,영남본부,경상남도 진주시 내동면 내평리 816ㅡ9,산재 유휴부지,266.0,기타,,미사용,계획없음
12413,영남본부,경상남도 창원시 진해구 여좌동 760ㅡ42,산재 유휴부지,645.0,활용,,미사용,계획없음
12414,영남본부,경상남도 하동군 하동읍 비파리 313ㅡ9,산재 유휴부지,1196.0,활용,,미사용,계획없음
13589,충청본부,충청남도 홍성군 홍성읍 학계리 113,장항선,284.0,기타,운행선 인근부지,미사용,계획없음
13593,충청본부,충청남도 홍성군 홍성읍 학계리 120,장항선,169.0,기타,운행선 인근부지,미사용,계획없음
13595,충청본부,충청남도 홍성군 홍성읍 학계리 121-1,장항선,991.0,기타,운행선 인근부지,미사용,계획없음
13597,충청본부,충청남도 홍성군 홍성읍 학계리 122-4,장항선,1393.0,기타,운행선 인근부지,미사용,계획없음
13599,충청본부,충청남도 홍성군 홍성읍 학계리 124-6,장항선,709.0,기타,운행선 인근부지,미사용,계획없음
13600,충청본부,충청남도 홍성군 홍성읍 학계리 125-1,장항선,420.0,기타,운행선 인근부지,미사용,계획없음
13601,충청본부,충청남도 홍성군 홍성읍 학계리 125-3,장항선,945.0,기타,운행선 인근부지,미사용,계획없음
13602,충청본부,충청남도 홍성군 홍성읍 학계리 126-3,장항선,1343.0,기타,운행선 인근부지,미사용,계획없음
13603,충청본부,충청남도 홍성군 홍성읍 학계리 126-4,장항선,60.0,기타,운행선 인근부지,미사용,계획없음
13648,충청본부,충청남도 홍성군 홍성읍 내법리 124-5,장항선,1.0,활용,잡종지,미사용,계획없음
14153,충청본부,충청남도 서천군 마서면 덕암리 651-10,장항선,54.0,활용,운행선 인근부지,미사용,계획없음
14154,충청본부,충청남도 서천군 마서면 덕암리 79-2,장항선,245.0,활용,운행선 인근부지,미사용,계획없음
14155,충청본부,충청남도 서천군 마서면 덕암리 79-4,장항선,99.0,활용,운행선 인근부지,미사용,계획없음
15549,호남본부,전라북도 완주군 삼례읍 해전리 309ㅡ2,전라선,3035.0,기타,운행선 인접부지,미사용,계획없음
15550,호남본부,전라북도 완주군 삼례읍 해전리 311ㅡ2,전라선,1015.0,기타,운행선 인접부지,미사용,계획없음
15551,호남본부,전라북도 완주군 삼례읍 해전리 331ㅡ2,전라선,7418.0,기타,운행선 인접부지,미사용,계획없음
15552,호남본부,전라북도 완주군 삼례읍 해전리 794ㅡ1,전라선,23.0,기타,운행선 인접부지,미사용,계획없음
15553,호남본부,전라북도 완주군 삼례읍 해전리 804ㅡ2,전라선,4463.0,기타,운행선 인접부지,미사용,계획없음
15554,호남본부,전라북도 완주군 삼례읍 해전리 841ㅡ3,전라선,2922.0,기타,운행선 인접부지,미사용,계획없음
15555,호남본부,전라북도 완주군 삼례읍 해전리 842ㅡ2,전라선,936.0,기타,운행선 인접부지,미사용,계획없음
15556,호남본부,전라북도 완주군 삼례읍 해전리 860ㅡ1,전라선,3590.0,기타,운행선 인접부지,미사용,계획없음
15557,호남본부,전라북도 완주군 삼례읍 해전리 863ㅡ2,전라선,3180.0,기타,운행선 인접부지,미사용,계획없음
15558,호남본부,전라북도 완주군 삼례읍 해전리 865ㅡ2,전라선,3993.0,기타,운행선 인접부지,미사용,계획없음
15559,호남본부,전라북도 완주군 삼례읍 해전리 991,전라선,99.0,기타,운행선 인접부지,미사용,계획없음
15560,호남본부,전라북도 완주군 삼례읍 해전리 992,전라선,89.0,기타,운행선 인접부지,미사용,계획없음
15561,호남본부,전라북도 완주군 삼례읍 해전리 993,전라선,36.0,기타,운행선 인접부지,미사용,계획없음
15562,호남본부,전라북도 익산시 춘포면 덕실리 107ㅡ3,전라선,2257.0,기타,운행선 인접부지,미사용,계획없음
15563,호남본부,전라북도 익산시 춘포면 덕실리 121ㅡ2,전라선,2427.0,기타,운행선 인접부지,미사용,계획없음
15564,호남본부,전라북도 익산시 춘포면 덕실리 483ㅡ9,전라선,5366.0,기타,운행선 인접부지,미사용,계획없음
15565,호남본부,전라북도 익산시 춘포면 덕실리 89ㅡ2,전라선,1025.0,기타,운행선 인접부지,미사용,계획없음
15566,호남본부,전라북도 익산시 춘포면 덕실리 94ㅡ2,전라선,4711.0,기타,운행선 인접부지,미사용,계획없음
15567,호남본부,전라북도 익산시 춘포면 용연리 678ㅡ2,전라선,14616.0,기타,운행선 인접부지,미사용,계획없음
15568,호남본부,전라북도 익산시 춘포면 용연리 68ㅡ2,전라선,231.0,기타,운행선 인접부지,미사용,계획없음
15569,호남본부,전라북도 익산시 춘포면 용연리 68ㅡ3,전라선,1269.0,기타,운행선 인접부지,미사용,계획없음
15570,호남본부,전라북도 익산시 춘포면 용연리 695ㅡ2,전라선,6862.0,기타,운행선 인접부지,미사용,계획없음
15571,호남본부,전라북도 익산시 춘포면 용연리 69ㅡ2,전라선,132.0,기타,운행선 인접부지,미사용,계획없음
15572,호남본부,전라북도 익산시 춘포면 용연리 69ㅡ4,전라선,4522.0,기타,운행선 인접부지,미사용,계획없음
15573,호남본부,전라북도 익산시 춘포면 용연리 69ㅡ6,전라선,1646.0,기타,운행선 인접부지,미사용,계획없음
15574,호남본부,전라북도 익산시 춘포면 용연리 70ㅡ2,전라선,509.0,기타,운행선 인접부지,미사용,계획없음
15575,호남본부,전라북도 익산시 춘포면 용연리 71ㅡ1,전라선,264.0,기타,운행선 인접부지,미사용,계획없음
15576,호남본부,전라북도 익산시 춘포면 용연리 71ㅡ2,전라선,506.0,기타,운행선 인접부지,미사용,계획없음
15577,호남본부,전라북도 익산시 춘포면 용연리 71ㅡ4,전라선,149.0,기타,운행선 인접부지,미사용,계획없음
15578,호남본부,전라북도 익산시 춘포면 용연리 72ㅡ1,전라선,486.0,기타,운행선 인접부지,미사용,계획없음
15579,호남본부,전라북도 익산시 춘포면 용연리 72ㅡ2,전라선,377.0,기타,운행선 인접부지,미사용,계획없음
15580,호남본부,전라북도 익산시 춘포면 용연리 72ㅡ3,전라선,393.0,기타,운행선 인접부지,미사용,계획없음
15581,호남본부,전라북도 익산시 춘포면 용연리 737ㅡ3,전라선,8545.0,기타,운행선 인접부지,미사용,계획없음
15582,호남본부,전라북도 익산시 춘포면 용연리 73ㅡ2,전라선,783.0,기타,운행선 인접부지,미사용,계획없음
15583,호남본부,전라북도 익산시 춘포면 용연리 741ㅡ3,전라선,2324.0,기타,운행선 인접부지,미사용,계획없음
15584,호남본부,전라북도 익산시 춘포면 용연리 75ㅡ3,전라선,2814.0,기타,운행선 인접부지,미사용,계획없음
15585,호남본부,전라북도 익산시 춘포면 용연리 889ㅡ1,전라선,20.0,기타,운행선 인접부지,미사용,계획없음
15586,호남본부,전라북도 익산시 춘포면 용연리 890ㅡ1,전라선,23.0,기타,운행선 인접부지,미사용,계획없음
15587,호남본부,전라북도 익산시 춘포면 용연리 902ㅡ1,전라선,42.0,기타,운행선 인접부지,미사용,계획없음
15638,호남본부,전라북도 완주군 상관면 신리 288ㅡ4,전라선,824.0,기타,운행선 인접부지,미사용,계획없음
15639,호남본부,전라북도 완주군 상관면 신리 381ㅡ2,전라선,235.0,기타,운행선 인접부지,미사용,계획없음
15640,호남본부,전라북도 완주군 상관면 신리 400ㅡ2,전라선,4273.0,기타,운행선 인접부지,미사용,계획없음
15641,호남본부,전라북도 완주군 상관면 신리 403ㅡ15,전라선,38.0,기타,운행선 인접부지,미사용,계획없음
15642,호남본부,전라북도 완주군 상관면 신리 430ㅡ5,전라선,6049.0,기타,운행선 인접부지,미사용,계획없음
15643,호남본부,전라북도 완주군 상관면 신리 437ㅡ9,전라선,1773.0,기타,운행선 인접부지,미사용,계획없음
15644,호남본부,전라북도 완주군 상관면 신리 439ㅡ2,전라선,158.0,기타,운행선 인접부지,미사용,계획없음
15645,호남본부,전라북도 완주군 상관면 신리 439ㅡ4,전라선,113.0,기타,운행선 인접부지,미사용,계획없음
15646,호남본부,전라북도 완주군 상관면 신리 439ㅡ5,전라선,115.0,기타,운행선 인접부지,미사용,계획없음
15647,호남본부,전라북도 완주군 상관면 신리 441ㅡ7,전라선,2378.0,기타,운행선 인접부지,미사용,계획없음
15648,호남본부,전라북도 완주군 상관면 신리 508ㅡ2,전라선,764.0,기타,운행선 인접부지,미사용,계획없음
15649,호남본부,전라북도 완주군 상관면 신리 508ㅡ3,전라선,770.0,기타,운행선 인접부지,미사용,계획없음
15650,호남본부,전라북도 완주군 상관면 신리 508ㅡ4,전라선,661.0,기타,운행선 인접부지,미사용,계획없음
15651,호남본부,전라북도 완주군 상관면 신리 508ㅡ5,전라선,847.0,기타,운행선 인접부지,미사용,계획없음
15652,호남본부,전라북도 완주군 상관면 신리 509ㅡ3,전라선,71361.0,기타,운행선 인접부지,미사용,계획없음
15653,호남본부,전라북도 완주군 상관면 신리 566ㅡ9,전라선,831.0,기타,운행선 인접부지,미사용,계획없음
15654,호남본부,전라북도 완주군 상관면 신리 576ㅡ15,전라선,56.0,기타,운행선 인접부지,미사용,계획없음
15655,호남본부,전라북도 완주군 상관면 신리 576ㅡ16,전라선,138.0,기타,운행선 인접부지,미사용,계획없음
15656,호남본부,전라북도 완주군 상관면 신리 582ㅡ3,전라선,35.0,기타,운행선 인접부지,미사용,계획없음
15657,호남본부,전라북도 완주군 상관면 신리 584ㅡ6,전라선,1035.0,기타,운행선 인접부지,미사용,계획없음
15658,호남본부,전라북도 완주군 상관면 신리 585ㅡ6,전라선,216.0,기타,운행선 인접부지,미사용,계획없음
15659,호남본부,전라북도 완주군 상관면 신리 914ㅡ130,전라선,710.0,기타,운행선 인접부지,미사용,계획없음
15660,호남본부,전라북도 완주군 상관면 신리 930ㅡ1,전라선,59.0,기타,운행선 인접부지,미사용,계획없음
15661,호남본부,전라북도 완주군 상관면 신리 산 2ㅡ2,전라선,198.0,기타,운행선 인접부지,미사용,계획없음
15662,호남본부,전라북도 완주군 상관면 신리 산 30ㅡ4,전라선,118.0,기타,운행선 인접부지,미사용,계획없음
15663,호남본부,전라북도 완주군 상관면 신리 산 30ㅡ5,전라선,3422.0,기타,운행선 인접부지,미사용,계획없음
15664,호남본부,전라북도 전주시 덕진구 우아동1가 574ㅡ3,전라선,9370.0,기타,운행선 인접부지,미사용,계획없음
15665,호남본부,전라북도 전주시 덕진구 우아동1가 산 274ㅡ1,전라선,5082.0,기타,운행선 인접부지,미사용,계획없음
15666,호남본부,전라북도 전주시 덕진구 우아동1가 산 276ㅡ1,전라선,3709.0,기타,운행선 인접부지,미사용,계획없음
15667,호남본부,전라북도 전주시 덕진구 우아동1가 산 278ㅡ1,전라선,2570.0,기타,운행선 인접부지,미사용,계획없음
15668,호남본부,전라북도 전주시 덕진구 우아동1가 산 278ㅡ5,전라선,792.0,기타,운행선 인접부지,미사용,계획없음
15669,호남본부,전라북도 전주시 덕진구 우아동1가 산 278ㅡ7,전라선,258.0,기타,운행선 인접부지,미사용,계획없음
15670,호남본부,전라북도 전주시 완산구 색장동 101ㅡ1,전라선,607.0,기타,운행선 인접부지,미사용,계획없음
15671,호남본부,전라북도 전주시 완산구 색장동 102,전라선,132.0,기타,운행선 인접부지,미사용,계획없음
