,지역본부,재산 소재지,노선명, 면적(공부) ,유형분류,현재 사용현황,향후 사용계획 및 추진사항,plan_category
4643,영남본부,경상북도 경산시 남천면 하도리 681ㅡ2,경부선,939.0,기타,운행선 인접부지,미사용,계획없음
4650,영남본부,경상북도 경산시 남천면 흥산리 152ㅡ4,경부선,2999.0,기타,운행선 인접부지,미사용,계획없음
4653,영남본부,경상북도 경산시 남천면 흥산리 645,경부선,32944.0,기타,운행선 인접부지,미사용,계획없음
4654,영남본부,경상북도 경산시 남천면 흥산리 645ㅡ1,경부선,4115.0,기타,운행선 인접부지,미사용,계획없음
4658,영남본부,경상북도 경산시 남천면 흥산리 80ㅡ4,경부선,2203.0,기타,운행선 인접부지,미사용,계획없음
4660,영남본부,경상북도 경산시 남천면 흥산리 86ㅡ3,경부선,331.0,기타,운행선 인접부지,미사용,계획없음
4671,영남본부,경상북도 경산시 사정동 85ㅡ2,경부선,1481.0,기타,운행선 인접부지,미사용,계획없음
4672,영남본부,경상북도 경산시 사정동 86ㅡ2,경부선,1088.0,기타,운행선 인접부지,미사용,계획없음
4674,영남본부,경상북도 경산시 옥곡동 25ㅡ2,경부선,291.0,기타,운행선 인접부지,미사용,계획없음
4675,영남본부,경상북도 경산시 옥곡동 27ㅡ1,경부선,1755.0,기타,운행선 인접부지,미사용,계획없음
4707,영남본부,경상북도 청도군 청도읍 고수리 1030,경부선,60.0,기타,운행선 인접부지,미사용,계획없음
4708,영남본부,경상북도 청도군 청도읍 고수리 1031,경부선,397.0,기타,운행선 인접부지,미사용,계획없음
4709,영남본부,경상북도 청도군 청도읍 고수리 1034ㅡ4,경부선,387.0,기타,운행선 인접부지,미사용,계획없음
4710,영남본부,경상북도 청도군 청도읍 고수리 1042,경부선,9088.0,기타,운행선 인접부지,미사용,계획없음
4711,영남본부,경상북도 청도군 청도읍 고수리 1043ㅡ25,경부선,44.0,기타,운행선 인접부지,미사용,계획없음
4712,영남본부,경상북도 청도군 청도읍 고수리 1051ㅡ8,경부선,7177.0,기타,운행선 인접부지,미사용,계획없음
4714,영남본부,경상북도 청도군 청도읍 고수리 1052ㅡ2,경부선,147.0,기타,운행선 인접부지,미사용,계획없음
4715,영남본부,경상북도 청도군 청도읍 고수리 1052ㅡ3,경부선,19.0,기타,운행선 인접부지,미사용,계획없음
4716,영남본부,경상북도 청도군 청도읍 고수리 1052ㅡ4,경부선,13.0,기타,운행선 인접부지,미사용,계획없음
4717,영남본부,경상북도 청도군 청도읍 고수리 1070,경부선,2403.0,기타,운행선 인접부지,미사용,계획없음
4719,영남본부,경상북도 청도군 청도읍 고수리 423ㅡ1,경부선,86.0,기타,운행선 인접부지,미사용,계획없음
4720,영남본부,경상북도 청도군 청도읍 고수리 431ㅡ1,경부선,149.0,기타,운행선 인접부지,미사용,계획없음
4721,영남본부,경상북도 청도군 청도읍 고수리 474ㅡ1,경부선,278.0,기타,운행선 인접부지,미사용,계획없음
4722,영남본부,경상북도 청도군 청도읍 고수리 475ㅡ1,경부선,430.0,기타,운행선 인접부지,미사용,계획없음
4723,영남본부,경상북도 청도군 청도읍 고수리 476,경부선,30.0,기타,운행선 인접부지,미사용,계획없음
4724,영남본부,경상북도 청도군 청도읍 고수리 671ㅡ3,경부선,493.0,기타,운행선 인접부지,미사용,계획없음
4725,영남본부,경상북도 청도군 청도읍 고수리 673ㅡ3,경부선,962.0,기타,운행선 인접부지,미사용,계획없음
4726,영남본부,경상북도 청도군 청도읍 고수리 695ㅡ1,경부선,175.0,기타,운행선 인접부지,미사용,계획없음
4727,영남본부,경상북도 청도군 청도읍 고수리 696ㅡ1,경부선,469.0,기타,운행선 인접부지,미사용,계획없음
4728,영남본부,경상북도 청도군 청도읍 고수리 696ㅡ3,경부선,109.0,기타,운행선 인접부지,미사용,계획없음
4729,영남본부,경상북도 청도군 청도읍 고수리 697ㅡ1,경부선,99.0,기타,운행선 인접부지,미사용,계획없음
4730,영남본부,경상북도 청도군 청도읍 고수리 697ㅡ3,경부선,208.0,기타,운행선 인접부지,미사용,계획없음
4731,영남본부,경상북도 청도군 청도읍 고수리 787ㅡ1,경부선,304.0,기타,운행선 인접부지,미사용,계획없음
4732,영남본부,경상북도 청도군 청도읍 고수리 788ㅡ3,경부선,7.0,기타,운행선 인접부지,미사용,계획없음
4734,영남본부,경상북도 청도군 청도읍 고수리 879,경부선,486.0,기타,운행선 인접부지,미사용,계획없음
4735,영남본부,경상북도 청도군 청도읍 고수리 880ㅡ1,경부선,1917.0,기타,운행선 인접부지,미사용,계획없음
4736,영남본부,경상북도 청도군 청도읍 고수리 881ㅡ2,경부선,615.0,기타,운행선 인접부지,미사용,계획없음
4737,영남본부,경상북도 청도군 청도읍 고수리 883ㅡ1,경부선,17.0,기타,운행선 인접부지,미사용,계획없음
4738,영남본부,경상북도 청도군 청도읍 고수리 884ㅡ1,경부선,17.0,기타,운행선 인접부지,미사용,계획없음
4751,영남본부,경상북도 청도군 청도읍 송읍리 174,경부선,360.0,기타,운행선 인접부지,미사용,계획없음
4752,영남본부,경상북도 청도군 청도읍 송읍리 176,경부선,4376.0,기타,운행선 인접부지,미사용,계획없음
4753,영남본부,경상북도 청도군 청도읍 송읍리 179ㅡ3,경부선,988.0,기타,운행선 인접부지,미사용,계획없음
4754,영남본부,경상북도 청도군 청도읍 송읍리 179ㅡ5,경부선,192.0,기타,운행선 인접부지,미사용,계획없음
4771,영남본부,경상북도 청도군 청도읍 송읍리 282ㅡ1,경부선,2218.0,기타,운행선 인접부지,미사용,계획없음
4775,영남본부,경상북도 청도군 청도읍 송읍리 706,경부선,407.0,기타,운행선 인접부지,미사용,계획없음
4777,영남본부,경상북도 청도군 청도읍 송읍리 744,경부선,9249.0,기타,운행선 인접부지,미사용,계획없음
4778,영남본부,경상북도 청도군 청도읍 송읍리 746,경부선,2278.0,기타,운행선 인접부지,미사용,계획없음
4780,영남본부,경상북도 청도군 청도읍 송읍리 산 1ㅡ2,경부선,595.0,기타,운행선 인접부지,미사용,계획없음
4784,영남본부,경상북도 청도군 청도읍 신도리 992,경부선,16071.0,기타,운행선 인접부지,미사용,계획없음
4786,영남본부,경상북도 청도군 청도읍 신도리 995ㅡ1,경부선,12642.0,기타,운행선 인접부지,미사용,계획없음
4787,영남본부,경상북도 청도군 청도읍 원리 122ㅡ2,경부선,347.0,활용,미사용,미사용,계획없음
4794,영남본부,경상북도 청도군 청도읍 월곡리 산 103ㅡ1,경부선,1111.0,기타,운행선 인접부지,미사용,계획없음
4795,영남본부,경상북도 청도군 청도읍 월곡리 산 105ㅡ1,경부선,66.0,기타,운행선 인접부지,미사용,계획없음
4796,영남본부,경상북도 청도군 청도읍 월곡리 산 185ㅡ1,경부선,99.0,기타,운행선 인접부지,미사용,계획없음
4797,영남본부,경상북도 청도군 청도읍 유호리 693ㅡ2,경부선,224.0,활용,미사용,미사용,계획없음
4804,영남본부,경상북도 청도군 화양읍 다로리 205,경부선,1838.0,기타,운행선 인접부지,미사용,계획없음
4809,영남본부,경상북도 청도군 화양읍 다로리 227ㅡ1,경부선,2281.0,기타,운행선 인접부지,미사용,계획없음
4817,영남본부,경상북도 청도군 화양읍 다로리 228ㅡ20,경부선,50.0,기타,운행선 인접부지,미사용,계획없음
4835,영남본부,경상북도 청도군 화양읍 다로리 274,경부선,357.0,기타,운행선 인접부지,미사용,계획없음
4842,영남본부,경상북도 청도군 화양읍 다로리 286,경부선,688.0,기타,운행선 인접부지,미사용,계획없음
4843,영남본부,경상북도 청도군 화양읍 다로리 287,경부선,278.0,기타,운행선 인접부지,미사용,계획없음
4848,영남본부,경상북도 청도군 화양읍 다로리 290,경부선,2406.0,기타,운행선 인접부지,미사용,계획없음
4851,영남본부,경상북도 청도군 화양읍 다로리 291ㅡ6,경부선,810.0,기타,운행선 인접부지,미사용,계획없음
4855,영남본부,경상북도 청도군 화양읍 다로리 294,경부선,3054.0,기타,운행선 인접부지,미사용,계획없음
4866,영남본부,경상북도 청도군 화양읍 다로리 456,경부선,893.0,기타,운행선 인접부지,미사용,계획없음
4873,영남본부,경상북도 청도군 화양읍 삼신리 1289,경부선,18990.0,기타,운행선 인접부지,미사용,계획없음
4874,영남본부,경상북도 청도군 화양읍 삼신리 1321,경부선,27332.0,기타,운행선 인접부지,미사용,계획없음
4888,영남본부,경상북도 청도군 화양읍 삼신리 산 249,경부선,70393.0,기타,운행선 인접부지,미사용,계획없음
4889,영남본부,경상북도 청도군 화양읍 삼신리 산 258,경부선,13227.0,기타,운행선 인접부지,미사용,계획없음
4890,영남본부,경상북도 청도군 화양읍 삼신리 산 259,경부선,6779.0,기타,운행선 인접부지,미사용,계획없음
4891,영남본부,경상북도 청도군 화양읍 삼신리 산 260,경부선,4497.0,기타,운행선 인접부지,미사용,계획없음
4892,영남본부,경상북도 청도군 화양읍 송금리 155ㅡ2,경부선,225.0,기타,운행선 인접부지,미사용,계획없음
4893,영남본부,경상북도 청도군 화양읍 송금리 163ㅡ2,경부선,2264.0,기타,운행선 인접부지,미사용,계획없음
4894,영남본부,경상북도 청도군 화양읍 송금리 313ㅡ3,경부선,317.0,기타,운행선 인접부지,미사용,계획없음
4895,영남본부,경상북도 청도군 화양읍 송금리 330ㅡ2,경부선,212.0,기타,운행선 인접부지,미사용,계획없음
4896,영남본부,경상북도 청도군 화양읍 송금리 331ㅡ1,경부선,13.0,기타,운행선 인접부지,미사용,계획없음
4897,영남본부,경상북도 청도군 화양읍 송금리 331ㅡ3,경부선,109.0,기타,운행선 인접부지,미사용,계획없음
4898,영남본부,경상북도 청도군 화양읍 송금리 341ㅡ2,경부선,13.0,기타,운행선 인접부지,미사용,계획없음
4899,영남본부,경상북도 청도군 화양읍 송금리 342,경부선,60.0,기타,운행선 인접부지,미사용,계획없음
4901,영남본부,경상북도 청도군 화양읍 송금리 371,경부선,625.0,기타,운행선 인접부지,미사용,계획없음
4902,영남본부,경상북도 청도군 화양읍 송금리 81ㅡ2,경부선,66.0,기타,운행선 인접부지,미사용,계획없음
4903,영남본부,경상북도 청도군 화양읍 송금리 82ㅡ2,경부선,162.0,기타,운행선 인접부지,미사용,계획없음
4904,영남본부,경상북도 청도군 화양읍 송금리 84ㅡ1,경부선,182.0,기타,운행선 인접부지,미사용,계획없음
4905,영남본부,경상북도 청도군 화양읍 송금리 876ㅡ1,경부선,310.0,기타,운행선 인접부지,미사용,계획없음
4906,영남본부,경상북도 청도군 화양읍 송금리 876ㅡ4,경부선,3539.0,기타,운행선 인접부지,미사용,계획없음
4908,영남본부,경상북도 청도군 화양읍 송금리 94ㅡ1,경부선,102.0,기타,운행선 인접부지,미사용,계획없음
4909,영남본부,경상북도 청도군 화양읍 송금리 95ㅡ1,경부선,307.0,기타,운행선 인접부지,미사용,계획없음
4910,영남본부,경상북도 청도군 화양읍 송금리 96ㅡ1,경부선,26.0,기타,운행선 인접부지,미사용,계획없음
4911,영남본부,경상북도 청도군 화양읍 송금리 97ㅡ2,경부선,317.0,기타,운행선 인접부지,미사용,계획없음
4912,영남본부,경상북도 청도군 화양읍 송금리 98,경부선,145.0,기타,운행선 인접부지,미사용,계획없음
4913,영남본부,경상북도 청도군 화양읍 송금리 99ㅡ2,경부선,450.0,기타,운행선 인접부지,미사용,계획없음
4914,영남본부,경상북도 청도군 화양읍 송금리 산 117ㅡ3,경부선,2975.0,기타,운행선 인접부지,미사용,계획없음
4915,영남본부,경상북도 청도군 화양읍 송금리 산 117ㅡ5,경부선,60.0,기타,운행선 인접부지,미사용,계획없음
4916,영남본부,경상북도 청도군 화양읍 송금리 산 117ㅡ6,경부선,198.0,기타,운행선 인접부지,미사용,계획없음
4917,영남본부,경상북도 청도군 화양읍 송금리 산 119ㅡ2,경부선,56.0,기타,운행선 인접부지,미사용,계획없음
4918,영남본부,경상북도 청도군 화양읍 진라리 1026,경부선,1204.0,기타,운행선 인접부지,미사용,계획없음
4919,영남본부,경상북도 청도군 화양읍 진라리 1031ㅡ1,경부선,2878.0,기타,운행선 인접부지,미사용,계획없음
4920,영남본부,경상북도 청도군 화양읍 진라리 1033ㅡ3,경부선,311.0,기타,운행선 인접부지,미사용,계획없음
4921,영남본부,경상북도 청도군 화양읍 진라리 1034ㅡ4,경부선,668.0,기타,운행선 인접부지,미사용,계획없음
4922,영남본부,경상북도 청도군 화양읍 진라리 1047ㅡ2,경부선,184.0,기타,운행선 인접부지,미사용,계획없음
4923,영남본부,경상북도 청도군 화양읍 진라리 1072ㅡ1,경부선,198.0,기타,운행선 인접부지,미사용,계획없음
4924,영남본부,경상북도 청도군 화양읍 진라리 1077ㅡ1,경부선,511.0,기타,운행선 인접부지,미사용,계획없음
4926,영남본부,경상북도 청도군 화양읍 진라리 520ㅡ3,경부선,79.0,기타,운행선 인접부지,미사용,계획없음
4927,영남본부,경상북도 청도군 화양읍 진라리 521,경부선,936.0,기타,운행선 인접부지,미사용,계획없음
4928,영남본부,경상북도 청도군 화양읍 진라리 542ㅡ2,경부선,1021.0,기타,운행선 인접부지,미사용,계획없음
4929,영남본부,경상북도 청도군 화양읍 진라리 542ㅡ4,경부선,30.0,기타,운행선 인접부지,미사용,계획없음
4930,영남본부,경상북도 청도군 화양읍 진라리 543ㅡ2,경부선,7.0,기타,운행선 인접부지,미사용,계획없음
4931,영남본부,경상북도 청도군 화양읍 진라리 543ㅡ3,경부선,1.0,기타,운행선 인접부지,미사용,계획없음
4932,영남본부,경상북도 청도군 화양읍 진라리 54ㅡ1,경부선,26.0,기타,운행선 인접부지,미사용,계획없음
4933,영남본부,경상북도 청도군 화양읍 진라리 55ㅡ2,경부선,248.0,기타,운행선 인접부지,미사용,계획없음
4934,영남본부,경상북도 청도군 화양읍 진라리 563ㅡ2,경부선,7.0,기타,운행선 인접부지,미사용,계획없음
4935,영남본부,경상북도 청도군 화양읍 진라리 56ㅡ3,경부선,36.0,기타,운행선 인접부지,미사용,계획없음
4936,영남본부,경상북도 청도군 화양읍 진라리 573ㅡ3,경부선,16.0,기타,운행선 인접부지,미사용,계획없음
4937,영남본부,경상북도 청도군 화양읍 진라리 57ㅡ3,경부선,79.0,기타,운행선 인접부지,미사용,계획없음
4938,영남본부,경상북도 청도군 화양읍 진라리 58ㅡ3,경부선,43.0,기타,운행선 인접부지,미사용,계획없음
4939,영남본부,경상북도 청도군 화양읍 진라리 58ㅡ4,경부선,112.0,기타,운행선 인접부지,미사용,계획없음
4940,영남본부,경상북도 청도군 화양읍 진라리 996ㅡ1,경부선,40.0,기타,운행선 인접부지,미사용,계획없음
4941,영남본부,경상북도 청도군 화양읍 진라리 996ㅡ3,경부선,66.0,기타,운행선 인접부지,미사용,계획없음
4942,영남본부,경상북도 청도군 화양읍 진라리 산 104ㅡ1,경부선,397.0,기타,운행선 인접부지,미사용,계획없음
4943,영남본부,경상북도 청도군 화양읍 진라리 산 112ㅡ1,경부선,496.0,기타,운행선 인접부지,미사용,계획없음
4944,영남본부,경상북도 청도군 화양읍 진라리 산 140,경부선,2017.0,기타,운행선 인접부지,미사용,계획없음
4945,영남본부,경상북도 청도군 화양읍 진라리 산 143,경부선,6977.0,기타,운행선 인접부지,미사용,계획없음
4946,영남본부,경상북도 청도군 화양읍 진라리 산 144,경부선,5985.0,기타,운행선 인접부지,미사용,계획없음
4947,영남본부,경상북도 청도군 화양읍 진라리 산 92ㅡ2,경부선,1289.0,기타,운행선 인접부지,미사용,계획없음
4949,영남본부,대구광역시 동구 신암동 293ㅡ1,경부선,48.0,기타,운행선 인접부지,미사용,계획없음
4950,영남본부,대구광역시 동구 신암동 303ㅡ1,경부선,2552.0,기타,운행선 인접부지,미사용,계획없음
4951,영남본부,대구광역시 동구 신암동 303ㅡ2,경부선,1576.0,기타,운행선 인접부지,미사용,계획없음
4952,영남본부,대구광역시 동구 신암동 303ㅡ3,경부선,566.0,기타,운행선 인접부지,미사용,계획없음
4953,영남본부,대구광역시 동구 신암동 303ㅡ7,경부선,213.0,기타,운행선 인접부지,미사용,계획없음
4954,영남본부,대구광역시 동구 신천동 1350,경부선,10.0,기타,운행선 인접부지,미사용,계획없음
4955,영남본부,대구광역시 동구 신천동 1351,경부선,3.0,기타,운행선 인접부지,미사용,계획없음
4956,영남본부,대구광역시 동구 신천동 1374,경부선,3678.0,기타,운행선 인접부지,미사용,계획없음
4957,영남본부,대구광역시 동구 신천동 1374ㅡ1,경부선,401.0,기타,운행선 인접부지,미사용,계획없음
4958,영남본부,대구광역시 동구 신천동 548ㅡ15,경부선,53.0,기타,운행선 인접부지,미사용,계획없음
4959,영남본부,대구광역시 동구 신천동 548ㅡ21,경부선,17.0,기타,운행선 인접부지,미사용,계획없음
4960,영남본부,대구광역시 동구 신천동 589ㅡ163,경부선,3.0,기타,운행선 인접부지,미사용,계획없음
4962,영남본부,대구광역시 북구 고성동1가 157ㅡ12,경부선,20.0,기타,운행선 인접부지,미사용,계획없음
4969,영남본부,대구광역시 북구 고성동1가 98ㅡ44,경부선,16.0,기타,운행선 인접부지,미사용,계획없음
4975,영남본부,대구광역시 북구 칠성동2가 237ㅡ4,경부선,13.0,기타,운행선 인접부지,미사용,계획없음
4976,영남본부,대구광역시 북구 칠성동2가 242ㅡ20,경부선,40.0,기타,운행선 인접부지,미사용,계획없음
4979,영남본부,대구광역시 북구 칠성동2가 242ㅡ5,경부선,65.0,기타,운행선 인접부지,미사용,계획없음
4980,영남본부,대구광역시 북구 칠성동2가 242ㅡ8,경부선,11.0,기타,운행선 인접부지,미사용,계획없음
4981,영남본부,대구광역시 북구 칠성동2가 244ㅡ52,경부선,9.0,기타,운행선 인접부지,미사용,계획없음
4982,영남본부,대구광역시 북구 칠성동2가 244ㅡ53,경부선,1.0,기타,운행선 인접부지,미사용,계획없음
4983,영남본부,대구광역시 북구 칠성동2가 278ㅡ3,경부선,14.0,기타,운행선 인접부지,미사용,계획없음
4985,영남본부,대구광역시 북구 칠성동2가 302ㅡ155,경부선,33513.0,기타,운행선 인접부지,미사용,계획없음
4986,영남본부,대구광역시 북구 칠성동2가 302ㅡ210,경부선,400.0,기타,운행선 인접부지,미사용,계획없음
4995,영남본부,대구광역시 서구 비산동 671,경부선,238.0,기타,운행선 인접부지,미사용,계획없음
4996,영남본부,대구광역시 서구 비산동 676ㅡ3,경부선,3.0,활용,미사용,미사용,계획없음
4999,영남본부,대구광역시 서구 비산동 970ㅡ4,경부선,56.0,기타,운행선 인접부지,미사용,계획없음
5004,영남본부,대구광역시 서구 상리동 27ㅡ7,경부선,122.0,활용,미사용,미사용,계획없음
5007,영남본부,대구광역시 서구 상리동 649ㅡ3,경부선,3976.0,기타,운행선 인접부지,미사용,계획없음
5008,영남본부,대구광역시 서구 상리동 649ㅡ4,경부선,116.0,기타,운행선 인접부지,미사용,계획없음
5009,영남본부,대구광역시 서구 원대동1가 660,경부선,3.0,기타,운행선 인접부지,미사용,계획없음
5010,영남본부,대구광역시 서구 원대동1가 662,경부선,17.0,기타,운행선 인접부지,미사용,계획없음
5011,영남본부,대구광역시 서구 원대동1가 663,경부선,7.0,기타,운행선 인접부지,미사용,계획없음
5013,영남본부,대구광역시 서구 원대동1가 929,경부선,1.0,기타,운행선 인접부지,미사용,계획없음
5015,영남본부,대구광역시 서구 이현동 16ㅡ1,경부선,20.0,기타,운행선 인접부지,미사용,계획없음
5019,영남본부,대구광역시 서구 이현동 628,경부선,3025.0,기타,운행선 인접부지,미사용,계획없음
5020,영남본부,대구광역시 서구 이현동 638,경부선,1772.0,기타,운행선 인접부지,미사용,계획없음
5021,영남본부,대구광역시 서구 이현동 638ㅡ1,경부선,628.0,기타,운행선 인접부지,미사용,계획없음
5022,영남본부,대구광역시 서구 이현동 640,경부선,80.0,기타,운행선 인접부지,미사용,계획없음
5023,영남본부,대구광역시 서구 이현동 641,경부선,68.0,기타,운행선 인접부지,미사용,계획없음
5024,영남본부,대구광역시 서구 이현동 645,경부선,3049.0,기타,운행선 인접부지,미사용,계획없음
5025,영남본부,대구광역시 서구 이현동 645ㅡ3,경부선,126.0,기타,운행선 인접부지,미사용,계획없음
5026,영남본부,대구광역시 서구 이현동 645ㅡ4,경부선,31.0,기타,운행선 인접부지,미사용,계획없음
5027,영남본부,대구광역시 서구 이현동 645ㅡ5,경부선,29.0,기타,운행선 인접부지,미사용,계획없음
5028,영남본부,대구광역시 서구 이현동 646ㅡ1,경부선,39.0,기타,운행선 인접부지,미사용,계획없음
5032,영남본부,대구광역시 서구 이현동 742,경부선,687.0,기타,운행선 인접부지,미사용,계획없음
5033,영남본부,대구광역시 서구 이현동 745,경부선,119.0,기타,운행선 인접부지,미사용,계획없음
5034,영남본부,대구광역시 서구 평리동 475ㅡ4,경부선,3.0,기타,운행선 인접부지,미사용,계획없음
5041,영남본부,대구광역시 수성구 고모동 191ㅡ3,경부선,301.0,활용,미사용,미사용,계획없음
5047,영남본부,대구광역시 수성구 고모동 270ㅡ1,경부선,654.0,기타,운행선 인접부지,미사용,계획없음
5048,영남본부,대구광역시 수성구 고모동 272ㅡ2,경부선,1187.0,기타,운행선 인접부지,미사용,계획없음
5051,영남본부,대구광역시 수성구 고모동 297ㅡ5,경부선,3.0,기타,운행선 인접부지,미사용,계획없음
5052,영남본부,대구광역시 수성구 고모동 298ㅡ2,경부선,57.0,기타,운행선 인접부지,미사용,계획없음
5053,영남본부,대구광역시 수성구 고모동 298ㅡ3,경부선,3.0,기타,운행선 인접부지,미사용,계획없음
5054,영남본부,대구광역시 수성구 고모동 298ㅡ5,경부선,3.0,기타,운행선 인접부지,미사용,계획없음
5055,영남본부,대구광역시 수성구 고모동 300,경부선,4923.0,기타,운행선 인접부지,미사용,계획없음
5056,영남본부,대구광역시 수성구 고모동 306ㅡ2,경부선,2189.0,기타,운행선 인접부지,미사용,계획없음
5058,영남본부,대구광역시 수성구 고모동 324ㅡ2,경부선,938.0,기타,운행선 인접부지,미사용,계획없음
5059,영남본부,대구광역시 수성구 고모동 326ㅡ2,경부선,5878.0,기타,운행선 인접부지,미사용,계획없음
5060,영남본부,대구광역시 수성구 고모동 326ㅡ4,경부선,76.0,기타,운행선 인접부지,미사용,계획없음
5061,영남본부,대구광역시 수성구 고모동 331ㅡ1,경부선,340.0,기타,운행선 인접부지,미사용,계획없음
5063,영남본부,대구광역시 수성구 고모동 409,경부선,669.0,활용,미사용,미사용,계획없음
5064,영남본부,대구광역시 수성구 고모동 702ㅡ1,경부선,11473.0,기타,운행선 인접부지,미사용,계획없음
5065,영남본부,대구광역시 수성구 만촌동 292ㅡ1,경부선,20.0,기타,운행선 인접부지,미사용,계획없음
5066,영남본부,대구광역시 수성구 만촌동 309ㅡ12,경부선,13.0,기타,운행선 인접부지,미사용,계획없음
5067,영남본부,대구광역시 수성구 매호동 421ㅡ2,경부선,13.0,기타,운행선 인접부지,미사용,계획없음
5068,영남본부,대구광역시 수성구 매호동 423ㅡ2,경부선,10.0,기타,운행선 인접부지,미사용,계획없음
5069,영남본부,대구광역시 수성구 매호동 산 32,경부선,992.0,기타,운행선 인접부지,미사용,계획없음
5070,영남본부,대구광역시 수성구 사월동 355ㅡ2,경부선,43.0,기타,운행선 인접부지,미사용,계획없음
5071,영남본부,대구광역시 수성구 사월동 483,경부선,5691.0,기타,운행선 인접부지,미사용,계획없음
5072,영남본부,대구광역시 수성구 사월동 484,경부선,13500.0,기타,운행선 인접부지,미사용,계획없음
5078,영남본부,대구광역시 중구 동인동1가 163,경부선,251.0,기타,운행선 인접부지,미사용,계획없음
5079,영남본부,대구광역시 중구 동인동1가 180,경부선,3.0,기타,운행선 인접부지,미사용,계획없음
5080,영남본부,대구광역시 중구 동인동1가 188,경부선,702.0,기타,운행선 인접부지,미사용,계획없음
5081,영남본부,대구광역시 중구 동인동1가 391,경부선,11.0,기타,운행선 인접부지,미사용,계획없음
5082,영남본부,대구광역시 중구 동인동1가 392,경부선,17.0,기타,운행선 인접부지,미사용,계획없음
5083,영남본부,대구광역시 중구 동인동1가 394,경부선,26.0,기타,운행선 인접부지,미사용,계획없음
5084,영남본부,대구광역시 중구 동인동1가 395,경부선,23.0,기타,운행선 인접부지,미사용,계획없음
5085,영남본부,대구광역시 중구 동인동1가 397ㅡ4,경부선,5659.0,기타,운행선 인접부지,미사용,계획없음
5086,영남본부,대구광역시 중구 동인동1가 398,경부선,1567.0,기타,운행선 인접부지,미사용,계획없음
5087,영남본부,대구광역시 중구 동인동1가 399,경부선,331.0,기타,운행선 인접부지,미사용,계획없음
5088,영남본부,대구광역시 중구 동인동1가 400,경부선,324.0,기타,운행선 인접부지,미사용,계획없음
5089,영남본부,대구광역시 중구 동인동3가 384,경부선,23.0,기타,운행선 인접부지,미사용,계획없음
5090,영남본부,대구광역시 중구 동인동3가 387,경부선,265.0,기타,운행선 인접부지,미사용,계획없음
5091,영남본부,대구광역시 중구 동인동3가 400,경부선,104.0,기타,운행선 인접부지,미사용,계획없음
5092,영남본부,대구광역시 중구 동인동3가 401,경부선,96.0,기타,운행선 인접부지,미사용,계획없음
5093,영남본부,대구광역시 중구 동인동3가 402,경부선,13.0,기타,운행선 인접부지,미사용,계획없음
5094,영남본부,대구광역시 중구 동인동3가 403,경부선,26.0,기타,운행선 인접부지,미사용,계획없음
5095,영남본부,대구광역시 중구 동인동3가 404ㅡ4,경부선,8125.0,기타,운행선 인접부지,미사용,계획없음
5096,영남본부,대구광역시 중구 동인동3가 406ㅡ1,경부선,51.0,기타,운행선 인접부지,미사용,계획없음
5101,영남본부,대구광역시 중구 동인동3가 411ㅡ2,경부선,77.0,기타,운행선 인접부지,미사용,계획없음
5102,영남본부,대구광역시 중구 태평로1가 1ㅡ180,경부선,296.0,기타,운행선 인접부지,미사용,계획없음
5103,영남본부,대구광역시 중구 태평로1가 1ㅡ217,경부선,470.0,기타,운행선 인접부지,미사용,계획없음
5105,영남본부,대구광역시 중구 태평로1가 38ㅡ1,경부선,66.0,기타,운행선 인접부지,미사용,계획없음
5107,영남본부,대구광역시 중구 태평로1가 39ㅡ1,경부선,593.0,기타,운행선 인접부지,미사용,계획없음
5108,영남본부,대구광역시 중구 태평로1가 40,경부선,261.0,기타,운행선 인접부지,미사용,계획없음
5109,영남본부,대구광역시 중구 태평로1가 41,경부선,53.0,기타,운행선 인접부지,미사용,계획없음
5110,영남본부,대구광역시 중구 태평로1가 44,경부선,3352.0,기타,운행선 인접부지,미사용,계획없음
5111,영남본부,대구광역시 중구 태평로1가 44ㅡ1,경부선,743.0,기타,운행선 인접부지,미사용,계획없음
5112,영남본부,대구광역시 중구 태평로3가 206ㅡ4,경부선,46.0,기타,운행선 인접부지,미사용,계획없음
5115,영남본부,대구광역시 중구 태평로3가 213ㅡ1,경부선,152.0,기타,운행선 인접부지,미사용,계획없음
5116,영남본부,대구광역시 중구 태평로3가 213ㅡ4,경부선,165.0,기타,운행선 인접부지,미사용,계획없음
5117,영남본부,대구광역시 중구 태평로3가 213ㅡ6,경부선,40.0,기타,운행선 인접부지,미사용,계획없음
5120,영남본부,부산광역시 북구 금곡동 1606,경부선,15165.0,기타,운행선 인접부지,미사용,계획없음
5122,영남본부,부산광역시 북구 금곡동 1609,경부선,17622.0,기타,운행선 인접부지,미사용,계획없음
5123,영남본부,부산광역시 북구 금곡동 1627ㅡ15,경부선,20.0,활용,미사용,미사용,계획없음
5125,영남본부,부산광역시 북구 금곡동 1636ㅡ3,경부선,397.0,기타,운행선 인접부지,미사용,계획없음
5126,영남본부,부산광역시 북구 금곡동 1655ㅡ5,경부선,11.0,활용,미사용,미사용,계획없음
5129,영남본부,부산광역시 북구 금곡동 605ㅡ4,경부선,10.0,활용,미사용,미사용,계획없음
5132,영남본부,부산광역시 북구 금곡동 890ㅡ3,경부선,66.0,활용,미사용,미사용,계획없음
