area,capacity,realty_price,insolation,generation_quantity,economic_feasibility,result
1190,91.0,577.0,2.87,1558534.0,300871.0,2
126,9.0,577.0,2.87,154137.0,28123.0,0
99,7.0,445.0,2.87,119889.0,21874.0,0
595,45.0,445.0,2.87,770706.0,148783.0,0
73,5.0,445.0,2.87,85640.0,15625.0,0
397,30.0,445.0,2.87,513800.0,99188.0,0
69,5.0,445.0,2.87,85640.0,15625.0,0
496,38.0,445.0,2.87,650814.0,125638.0,0
99,7.0,445.0,2.87,119889.0,21874.0,0
109,8.0,3460.0,3.01,143862.0,26248.0,0
83,6.0,3460.0,3.01,107893.0,19686.0,0
221,17.0,3460.0,3.01,305687.0,55775.0,0
968,74.0,3460.0,3.01,1330664.0,256882.0,2
20,1.0,3460.0,3.01,17978.0,3280.0,0
344,26.0,3460.0,3.01,467534.0,85305.0,0
109,8.0,3460.0,3.01,143862.0,26248.0,0
17,1.0,5610.0,3.01,17978.0,3280.0,0
575,44.0,4120.0,3.01,791210.0,152741.0,0
621,47.0,5610.0,3.01,845155.0,163155.0,0
572,44.0,5440.0,3.01,791210.0,152741.0,0
516,39.0,3460.0,3.01,701294.0,135383.0,0
20,1.0,3460.0,3.01,17978.0,3280.0,0
291,22.0,4120.0,3.01,395605.0,72181.0,0
393,30.0,4120.0,3.01,539464.0,104142.0,0
1385,106.0,4120.0,3.01,1906097.0,366194.0,2
595,45.0,469.0,3.01,809193.0,156213.0,0
99,7.0,462.0,3.01,125875.0,22967.0,0
79,6.0,511.0,3.01,107893.0,19686.0,0
1091,83.0,1580.0,3.01,1492502.0,288124.0,2
397,30.0,388.0,3.01,539464.0,104142.0,0
992,76.0,1580.0,3.01,1366632.0,263825.0,2
89,6.0,412.0,3.01,107893.0,19686.0,0
1587,122.0,412.0,3.01,2193802.0,417215.0,2
793,61.0,412.0,3.01,1096903.0,211754.0,0
1488,114.0,412.0,3.01,2049947.0,391764.0,2
222,17.0,4780.0,3.01,305687.0,55775.0,0
314,24.0,4780.0,3.01,431572.0,78744.0,0
170,13.0,4780.0,3.01,233761.0,42651.0,0
45,3.0,5000.0,3.01,53944.0,9842.0,0
35,2.0,4990.0,3.01,35961.0,6561.0,0
36,2.0,5110.0,3.01,35961.0,6561.0,0
138,10.0,5110.0,3.01,179821.0,32809.0,0
245,18.0,3460.0,3.01,323676.0,59057.0,0
1101,84.0,4780.0,3.01,1510487.0,291596.0,2
76,5.0,4780.0,3.01,89908.0,16404.0,0
1312,100.0,4780.0,3.01,1798193.0,346998.0,2
46,3.0,4780.0,3.01,53944.0,9842.0,0
36,2.0,5110.0,3.01,35961.0,6561.0,0
109,8.0,4780.0,3.01,143862.0,26248.0,0
13,1.0,5110.0,3.01,17978.0,3280.0,0
17,1.0,5110.0,3.01,17978.0,3280.0,0
73,5.0,5110.0,3.01,89908.0,16404.0,0
169,13.0,3460.0,3.01,233761.0,42651.0,0
241,18.0,3460.0,3.01,323676.0,59057.0,0
119,9.0,4780.0,3.01,161841.0,29529.0,0
1170,90.0,4780.0,3.01,1618383.0,312425.0,2
23,1.0,4780.0,3.01,17978.0,3280.0,0
717,55.0,5110.0,3.01,989011.0,190926.0,0
453,34.0,4780.0,3.01,611389.0,118027.0,0
33,2.0,4780.0,3.01,35961.0,6561.0,0
162,12.0,5110.0,3.01,215778.0,39370.0,0
26,2.0,5110.0,3.01,35961.0,6561.0,0
30,2.0,5110.0,3.01,35961.0,6561.0,0
13,1.0,5110.0,3.01,17978.0,3280.0,0
20,1.0,4780.0,3.01,17978.0,3280.0,0
13,1.0,4780.0,3.01,17978.0,3280.0,0
13,1.0,5110.0,3.01,17978.0,3280.0,0
26,2.0,4780.0,3.01,35961.0,6561.0,0
463,35.0,5050.0,3.01,629372.0,121499.0,0
179,13.0,4780.0,3.01,233761.0,42651.0,0
102,7.0,5110.0,3.01,125875.0,22967.0,0
182,14.0,5050.0,3.01,251744.0,45933.0,0
20,1.0,5110.0,3.01,17978.0,3280.0,0
63,4.0,4780.0,3.01,71922.0,13122.0,0
46,3.0,5110.0,3.01,53944.0,9842.0,0
264,20.0,4780.0,3.01,359637.0,65619.0,0
76,5.0,4780.0,3.01,89908.0,16404.0,0
50,3.0,7920.0,3.01,53944.0,9842.0,0
354,27.0,7380.0,3.01,485509.0,88585.0,0
145,11.0,7680.0,3.01,197800.0,36090.0,0
1626,125.0,6760.0,3.01,2247746.0,426776.0,2
410,31.0,7790.0,3.01,557446.0,107613.0,0
36,2.0,4780.0,3.01,35961.0,6561.0,0
245,18.0,5110.0,3.01,323676.0,59057.0,0
595,45.0,480.0,3.01,809193.0,156213.0,0
992,76.0,495.0,3.01,1366632.0,263825.0,2
893,68.0,495.0,3.01,1222775.0,236054.0,2
496,38.0,478.0,3.01,683311.0,131911.0,0
1091,83.0,412.0,3.01,1492502.0,288124.0,2
298,22.0,402.0,3.01,395605.0,72181.0,0
198,15.0,412.0,3.01,269728.0,49214.0,0
207,15.0,89600.0,3.54,316771.0,57797.0,3
425,32.0,60100.0,3.54,675780.0,130457.0,1
334,25.0,89200.0,3.54,527956.0,96330.0,3
56,4.0,78700.0,3.54,84474.0,15413.0,3
792,60.0,62400.0,3.54,1267080.0,244607.0,2
63,4.0,157000.0,3.62,86472.0,15777.0,3
66,5.0,141300.0,3.62,108086.0,19721.0,3
942,72.0,49800.0,3.62,1556463.0,300472.0,2
93,7.0,157000.0,3.62,151325.0,27610.0,3
33,2.0,105000.0,3.62,43232.0,7888.0,3
1884,144.0,46900.0,3.62,3112915.0,585976.0,2
893,68.0,37700.0,3.62,1469990.0,283778.0,2
66,5.0,42200.0,3.62,108086.0,19721.0,1
60,4.0,48600.0,3.62,86472.0,15777.0,1
298,22.0,53600.0,3.62,475584.0,86774.0,1
208,16.0,43800.0,3.62,345877.0,63108.0,1
539,41.0,15000.0,3.67,897956.0,173348.0,1
182,14.0,15000.0,3.67,306622.0,55946.0,1
33,2.0,15000.0,3.67,43802.0,7992.0,1
51,3.0,102900.0,3.69,66099.0,12060.0,3
21,1.0,102900.0,3.69,22042.0,4021.0,3
23,1.0,96000.0,3.69,22042.0,4021.0,3
30,2.0,96000.0,3.69,44061.0,8039.0,3
483,37.0,96000.0,3.69,815188.0,157370.0,3
53,4.0,96000.0,3.69,88121.0,16078.0,3
165,12.0,96000.0,3.69,264386.0,48239.0,3
43,3.0,96000.0,3.69,66099.0,12060.0,3
208,16.0,96000.0,3.69,352514.0,64319.0,3
1177,90.0,96000.0,3.69,1982895.0,382793.0,2
192,14.0,96000.0,3.69,308453.0,56280.0,3
179,13.0,96000.0,3.69,286421.0,52260.0,3
76,5.0,96000.0,3.69,110162.0,20100.0,3
20,1.0,96000.0,3.69,22042.0,4021.0,3
551,42.0,148900.0,3.69,925355.0,178637.0,3
162,12.0,96000.0,3.69,264386.0,48239.0,3
317,24.0,96000.0,3.69,528773.0,96479.0,3
1131,87.0,96000.0,3.69,1916798.0,370034.0,2
1339,103.0,166000.0,3.69,2269315.0,437030.0,2
20,1.0,84100.0,3.69,22042.0,4021.0,3
96,7.0,84100.0,3.69,154219.0,28138.0,3
502,38.0,84100.0,3.69,837225.0,161624.0,3
122,9.0,84100.0,3.69,198289.0,36179.0,3
1342,103.0,84100.0,3.69,2269315.0,437030.0,2
899,69.0,84100.0,3.69,1520220.0,293475.0,2
69,5.0,84100.0,3.69,110162.0,20100.0,3
182,14.0,84100.0,3.69,308453.0,56280.0,3
215,16.0,84100.0,3.69,352514.0,64319.0,3
76,5.0,84100.0,3.69,110162.0,20100.0,3
66,5.0,84100.0,3.69,110162.0,20100.0,3
116,8.0,84100.0,3.69,176263.0,32160.0,3
374,28.0,84100.0,3.69,616897.0,112558.0,3
274,21.0,84100.0,3.69,462672.0,84418.0,3
53,4.0,84100.0,3.69,88121.0,16078.0,3
86,6.0,84100.0,3.69,132194.0,24120.0,3
43,3.0,84100.0,3.69,66099.0,12060.0,3
268,20.0,84100.0,3.69,440643.0,80399.0,3
496,38.0,84100.0,3.69,837225.0,161624.0,3
298,22.0,84100.0,3.69,484714.0,88440.0,3
1488,114.0,8910.0,3.29,2237748.0,427654.0,2
952,73.0,47200.0,3.26,1421701.0,274456.0,2
782,60.0,17600.0,3.15,1127401.0,217642.0,2
703,54.0,78200.0,3.32,1069360.0,206437.0,2
525,40.0,56500.0,3.32,792116.0,152916.0,1
619,47.0,70300.0,3.29,922577.0,178101.0,3
1200,92.0,31600.0,3.29,1805901.0,348625.0,2
25,1.0,82800.0,3.3,19684.0,3591.0,3
48,3.0,82800.0,3.3,59069.0,10777.0,3
155,11.0,82800.0,3.3,216602.0,39521.0,3
39,3.0,125300.0,3.3,59069.0,10777.0,3
108,8.0,180600.0,3.3,157528.0,28742.0,3
802,61.0,82800.0,3.3,1201166.0,231882.0,2
613,47.0,82800.0,3.3,925484.0,178662.0,3
125,9.0,82800.0,3.3,177223.0,32335.0,3
1585,121.0,30800.0,3.34,2413974.0,459461.0,2
446,34.0,61100.0,3.6,729929.0,140911.0,1
724,55.0,34000.0,3.6,1180762.0,227943.0,2
1681,129.0,36900.0,3.6,2769438.0,524971.0,2
1278,98.0,182600.0,3.6,2102996.0,405979.0,2
1187,91.0,75800.0,3.59,1951424.0,376718.0,2
1713,131.0,75800.0,3.59,2809189.0,531852.0,2
826,63.0,105600.0,3.59,1350991.0,260806.0,2
1379,106.0,75800.0,3.59,2273087.0,436699.0,2
936,72.0,79500.0,3.59,1543984.0,298063.0,2
943,72.0,26400.0,3.58,1539648.0,297225.0,2
1025,78.0,26400.0,3.58,1667943.0,321993.0,2
860,66.0,29200.0,3.58,1411341.0,272456.0,2
688,52.0,13600.0,3.58,1111959.0,214661.0,2
902,69.0,11700.0,3.58,1475486.0,284839.0,2
281,21.0,11700.0,3.58,449066.0,81936.0,1
1345,103.0,23000.0,3.58,2202541.0,424171.0,2
767,59.0,23000.0,3.58,1261656.0,243560.0,2
742,57.0,23000.0,3.58,1218878.0,235301.0,2
978,75.0,23000.0,3.58,1603802.0,309610.0,2
168,12.0,10600.0,3.58,256605.0,46819.0,1
1264,97.0,47500.0,3.59,2077649.0,401085.0,2
152,11.0,20900.0,3.59,235611.0,42989.0,1
1362,104.0,18200.0,3.59,2227578.0,428647.0,2
1699,130.0,6930.0,3.59,2784472.0,527389.0,2
218,16.0,13500.0,3.59,342705.0,62529.0,1
393,30.0,2970.0,3.59,642567.0,124046.0,1
1101,84.0,38900.0,3.59,1799201.0,347332.0,2
800,61.0,40800.0,3.59,1306556.0,252228.0,2
502,38.0,59100.0,3.59,813917.0,157125.0,1
605,46.0,59000.0,3.59,985274.0,190205.0,1
1220,93.0,50400.0,3.59,1991964.0,384544.0,2
892,68.0,82300.0,3.59,1456504.0,281175.0,2
1886,145.0,66400.0,3.59,3105759.0,584388.0,2
1418,109.0,50800.0,3.59,2334670.0,447625.0,2
955,73.0,23800.0,3.59,1563587.0,301847.0,2
1072,82.0,51000.0,3.59,1756360.0,339061.0,2
486,37.0,56800.0,3.59,792507.0,152991.0,1
410,31.0,56800.0,3.59,663996.0,128183.0,1
661,50.0,57000.0,3.59,1070952.0,206745.0,2
496,38.0,23800.0,3.59,813917.0,157125.0,1
568,43.0,53300.0,3.59,921014.0,177799.0,1
32,2.0,23800.0,3.59,42844.0,7817.0,1
34,2.0,15400.0,3.59,42844.0,7817.0,1
883,67.0,52900.0,3.59,1435076.0,277038.0,2
1686,129.0,104200.0,3.59,2763052.0,523760.0,2
694,53.0,32500.0,3.59,1135205.0,219149.0,2
1910,146.0,46300.0,3.59,3127182.0,588177.0,2
866,66.0,54100.0,3.59,1413657.0,272903.0,2
360,27.0,51400.0,3.59,578315.0,105518.0,1
159,12.0,26100.0,3.59,257025.0,46896.0,1
1908,146.0,26100.0,3.59,3127182.0,588177.0,2
826,63.0,26100.0,3.59,1349401.0,260499.0,2
1666,128.0,65400.0,3.59,2741632.0,519912.0,2
1785,137.0,58700.0,3.59,2934411.0,553967.0,2
939,72.0,26400.0,3.58,1539648.0,297225.0,2
1084,83.0,25700.0,3.58,1774865.0,342634.0,2
79,6.0,30100.0,3.58,128300.0,23409.0,1
806,62.0,34500.0,3.58,1325800.0,255943.0,2
486,37.0,31700.0,3.58,791202.0,152739.0,1
413,31.0,12000.0,3.58,662438.0,127882.0,1
1223,94.0,20600.0,3.58,2008661.0,387767.0,2
1190,91.0,31300.0,3.58,1944554.0,375392.0,2
747,57.0,18600.0,3.62,1229726.0,237396.0,2
704,54.0,24500.0,3.62,1165002.0,224901.0,2
1628,125.0,18600.0,3.62,2696783.0,512035.0,2
761,58.0,19900.0,3.59,1242851.0,239929.0,2
50,3.0,10200.0,3.59,64286.0,11729.0,1
1273,97.0,10200.0,3.59,2078565.0,401262.0,2
50,3.0,10200.0,3.59,64286.0,11729.0,1
761,58.0,19900.0,3.59,1242851.0,239929.0,2
50,3.0,10200.0,3.59,64286.0,11729.0,1
1273,97.0,10200.0,3.59,2078565.0,401262.0,2
50,3.0,10200.0,3.59,64286.0,11729.0,1
737,56.0,10200.0,3.59,1200001.0,231657.0,2
205,15.0,32900.0,3.59,321431.0,58648.0,1
23,1.0,15000.0,3.59,21421.0,3908.0,1
238,18.0,35300.0,3.59,385707.0,70375.0,1
1005,77.0,19900.0,3.59,1649997.0,318528.0,2
30,2.0,19900.0,3.59,42864.0,7820.0,1
1191,91.0,19900.0,3.59,1950000.0,376443.0,2
301,23.0,19900.0,3.59,492857.0,89926.0,1
1008,77.0,19900.0,3.59,1649997.0,318528.0,2
438,33.0,10200.0,3.59,707137.0,136511.0,1
129,9.0,15000.0,3.59,192851.0,35187.0,1
704,54.0,24500.0,3.62,1165002.0,224901.0,2
1628,125.0,18600.0,3.62,2696783.0,512035.0,2
443,34.0,16900.0,3.59,728562.0,140647.0,1
760,58.0,17600.0,3.59,1242851.0,239929.0,2
760,58.0,17600.0,3.59,1242851.0,239929.0,2
271,20.0,19600.0,3.59,428579.0,78198.0,1
324,24.0,24000.0,3.59,514282.0,93835.0,1
1164,89.0,101100.0,3.59,1907133.0,368168.0,2
1238,95.0,58400.0,3.59,2035706.0,392988.0,2
275,21.0,7260.0,3.59,449996.0,82105.0,1
142,10.0,7260.0,3.59,214287.0,39098.0,1
1233,94.0,7260.0,3.59,2014280.0,388852.0,2
1825,140.0,19900.0,3.59,2999993.0,565650.0,2
853,65.0,7920.0,3.59,1392851.0,268887.0,2
1505,115.0,8960.0,3.59,2464277.0,470564.0,2
443,34.0,16900.0,3.59,728562.0,140647.0,1
760,58.0,17600.0,3.59,1242851.0,239929.0,2
760,58.0,17600.0,3.59,1242851.0,239929.0,2
271,20.0,19600.0,3.59,428579.0,78198.0,1
324,24.0,24000.0,3.59,514282.0,93835.0,1
1164,89.0,101100.0,3.59,1907133.0,368168.0,2
1238,95.0,58400.0,3.59,2035706.0,392988.0,2
142,10.0,7260.0,3.59,214287.0,39098.0,1
1233,94.0,7260.0,3.59,2014280.0,388852.0,2
1825,140.0,19900.0,3.59,2999993.0,565650.0,2
853,65.0,7920.0,3.59,1392851.0,268887.0,2
1505,115.0,8960.0,3.59,2464277.0,470564.0,2
298,22.0,5590.0,3.6,472197.0,86156.0,1
112,8.0,7920.0,3.59,171426.0,31278.0,1
23,1.0,36300.0,3.59,21421.0,3908.0,1
470,36.0,4780.0,3.59,771433.0,148923.0,1
331,25.0,36800.0,3.59,535716.0,97746.0,1
238,18.0,13000.0,3.59,385707.0,70375.0,1
331,25.0,36800.0,3.59,535716.0,97746.0,1
171,13.0,4780.0,3.59,278577.0,50828.0,1
48,3.0,24000.0,3.59,64286.0,11729.0,1
38,2.0,24000.0,3.59,42864.0,7820.0,1
