,id,proprietary_institution,address,line,area,유형분류,현재 사용현황,향후 사용계획 및 추진사항,capacity,land_category,realty_price,sys_connection,insolation,generation_quantity,economic_feasibility
213,19205,강원본부,충청북도 단양군 매포읍 하시리 산 7ㅡ2,중앙선,1884.0,기타,미사용,계획 없음,,,,,,,
214,19206,강원본부,경상북도 영주시 문수면 승문리 1255,중앙선,2838.0,활용,미사용,계획 없음,,,,,,,
215,19207,강원본부,경상북도 영주시 문수면 승문리 1265ㅡ2,중앙선,13.0,활용,미사용,계획 없음,,,,,,,
216,19208,강원본부,경상북도 영주시 문수면 승문리 1269ㅡ1,중앙선,205.0,활용,미사용,계획 없음,,,,,,,
217,19209,강원본부,경상북도 영주시 문수면 승문리 1275ㅡ1,중앙선,23.0,활용,미사용,계획 없음,,,,,,,
218,19210,강원본부,경상북도 영주시 문수면 승문리 1285ㅡ1,중앙선,7.0,활용,미사용,계획 없음,,,,,,,
219,19211,강원본부,경상북도 영주시 문수면 승문리 1286ㅡ1,중앙선,1570.0,활용,미사용,계획 없음,,,,,,,
220,19212,강원본부,경상북도 영주시 문수면 승문리 1287ㅡ2,중앙선,1528.0,활용,미사용,계획 없음,,,,,,,
221,19213,강원본부,경상북도 영주시 문수면 승문리 1291ㅡ1,중앙선,17.0,활용,미사용,계획 없음,,,,,,,
222,19214,강원본부,경상북도 영주시 문수면 승문리 1293ㅡ1,중앙선,575.0,활용,미사용,계획 없음,,,,,,,
223,19215,강원본부,경상북도 영주시 문수면 승문리 1294ㅡ2,중앙선,23.0,활용,미사용,계획 없음,,,,,,,
224,19216,강원본부,경상북도 영주시 문수면 승문리 1294ㅡ3,중앙선,413.0,활용,미사용,계획 없음,,,,,,,
225,19218,강원본부,경상북도 영주시 문수면 승문리 1329ㅡ3,중앙선,50.0,활용,미사용,계획 없음,,,,,,,
226,19219,강원본부,경상북도 영주시 문수면 승문리 1330ㅡ4,중앙선,46.0,활용,미사용,계획 없음,,,,,,,
227,19220,강원본부,경상북도 영주시 문수면 승문리 1331ㅡ3,중앙선,20.0,활용,미사용,계획 없음,,,,,,,
228,19221,강원본부,경상북도 영주시 문수면 승문리 1333ㅡ1,중앙선,930.0,활용,미사용,계획 없음,,,,,,,
229,19222,강원본부,경상북도 영주시 문수면 승문리 1334,중앙선,69.0,활용,미사용,계획 없음,,,,,,,
230,19223,강원본부,경상북도 영주시 문수면 승문리 1335ㅡ1,중앙선,228.0,활용,미사용,계획 없음,,,,,,,
231,19224,강원본부,경상북도 영주시 문수면 승문리 1337ㅡ2,중앙선,7.0,활용,미사용,계획 없음,,,,,,,
232,19225,강원본부,경상북도 영주시 문수면 승문리 1343,중앙선,2374.0,활용,미사용,계획 없음,,,,,,,
233,19226,강원본부,경상북도 영주시 문수면 승문리 1344ㅡ2,중앙선,122.0,활용,미사용,계획 없음,,,,,,,
234,19228,강원본부,경상북도 영주시 문수면 승문리 1387ㅡ3,중앙선,56.0,활용,미사용,계획 없음,,,,,,,
235,19230,강원본부,경상북도 영주시 문수면 승문리 1400ㅡ1,중앙선,2598.0,활용,미사용,계획 없음,,,,,,,
236,19231,강원본부,경상북도 영주시 문수면 승문리 1401,중앙선,136.0,활용,미사용,계획 없음,,,,,,,
237,19232,강원본부,경상북도 영주시 문수면 승문리 1403ㅡ4,중앙선,36.0,활용,미사용,계획 없음,,,,,,,
238,19233,강원본부,경상북도 영주시 문수면 승문리 1698ㅡ1,중앙선,155.0,활용,미사용,계획 없음,,,,,,,
239,19234,강원본부,경상북도 영주시 문수면 승문리 1698ㅡ2,중앙선,423.0,활용,미사용,계획 없음,,,,,,,
240,19237,강원본부,경상북도 영주시 문수면 승문리 1779ㅡ1,중앙선,720.0,활용,미사용,계획 없음,,,,,,,
241,19238,강원본부,경상북도 영주시 문수면 승문리 1779ㅡ4,중앙선,675.0,활용,미사용,계획 없음,,,,,,,
242,19239,강원본부,경상북도 영주시 문수면 승문리 1780ㅡ1,중앙선,456.0,활용,미사용,계획 없음,,,,,,,
243,19241,강원본부,경상북도 영주시 문수면 승문리 1807ㅡ1,중앙선,221.0,활용,미사용,계획 없음,,,,,,,
244,19242,강원본부,경상북도 영주시 문수면 승문리 1808ㅡ1,중앙선,337.0,활용,미사용,계획 없음,,,,,,,
245,19243,강원본부,경상북도 영주시 문수면 승문리 1809ㅡ1,중앙선,416.0,활용,미사용,계획 없음,,,,,,,
246,19244,강원본부,경상북도 영주시 문수면 승문리 1810,중앙선,53.0,활용,미사용,계획 없음,,,,,,,
247,19245,강원본부,경상북도 영주시 문수면 승문리 1811ㅡ1,중앙선,80.0,활용,미사용,계획 없음,,,,,,,
248,19247,강원본부,경상북도 영주시 문수면 승문리 527ㅡ5,중앙선,10.0,활용,미사용,계획 없음,,,,,,,
249,19248,강원본부,경상북도 영주시 문수면 승문리 528ㅡ5,중앙선,56.0,활용,미사용,계획 없음,,,,,,,
250,19249,강원본부,경상북도 영주시 문수면 승문리 529ㅡ3,중앙선,122.0,활용,미사용,계획 없음,,,,,,,
251,19250,강원본부,경상북도 영주시 문수면 승문리 530ㅡ3,중앙선,46.0,활용,미사용,계획 없음,,,,,,,
252,19251,강원본부,경상북도 영주시 문수면 승문리 531ㅡ3,중앙선,23.0,활용,미사용,계획 없음,,,,,,,
253,19252,강원본부,경상북도 영주시 문수면 승문리 531ㅡ4,중앙선,23.0,활용,미사용,계획 없음,,,,,,,
254,19256,강원본부,경상북도 영주시 문수면 승문리 산 102ㅡ1,중앙선,198.0,활용,미사용,계획 없음,,,,,,,
255,19257,강원본부,경상북도 영주시 문수면 승문리 산 102ㅡ2,중앙선,60.0,활용,미사용,계획 없음,,,,,,,
256,19258,강원본부,경상북도 영주시 문수면 승문리 산 103ㅡ2,중앙선,1686.0,활용,미사용,계획 없음,,,,,,,
257,19259,강원본부,경상북도 영주시 문수면 승문리 산 103ㅡ4,중앙선,198.0,활용,미사용,계획 없음,,,,,,,
258,19260,강원본부,경상북도 영주시 문수면 승문리 산 111ㅡ2,중앙선,1785.0,활용,미사용,계획 없음,,,,,,,
259,19261,강원본부,경상북도 영주시 문수면 승문리 산 111ㅡ4,중앙선,198.0,활용,미사용,계획 없음,,,,,,,
260,19262,강원본부,경상북도 영주시 문수면 승문리 산 112ㅡ2,중앙선,298.0,활용,미사용,계획 없음,,,,,,,
261,19263,강원본부,경상북도 영주시 문수면 승문리 산 112ㅡ3,중앙선,1190.0,활용,미사용,계획 없음,,,,,,,
262,19267,강원본부,경상북도 영주시 문수면 승문리 산 213ㅡ1,중앙선,126.0,활용,미사용,계획 없음,,,,,,,
263,19268,강원본부,경상북도 영주시 문수면 승문리 산 93ㅡ4,중앙선,3273.0,활용,미사용,계획 없음,,,,,,,
264,19269,강원본부,경상북도 영주시 문수면 승문리 산 93ㅡ6,중앙선,99.0,활용,미사용,계획 없음,,,,,,,
265,19270,강원본부,경상북도 영주시 문수면 승문리 산 95ㅡ1,중앙선,595.0,활용,미사용,계획 없음,,,,,,,
266,19271,강원본부,경상북도 영주시 문수면 승문리 산 96ㅡ2,중앙선,73.0,활용,미사용,계획 없음,,,,,,,
267,19272,강원본부,경상북도 영주시 문수면 승문리 산 96ㅡ3,중앙선,397.0,활용,미사용,계획 없음,,,,,,,
268,19273,강원본부,경상북도 영주시 문수면 승문리 산 96ㅡ5,중앙선,69.0,활용,미사용,계획 없음,,,,,,,
269,19274,강원본부,경상북도 영주시 문수면 승문리 산 97ㅡ1,중앙선,496.0,활용,미사용,계획 없음,,,,,,,
270,19275,강원본부,경상북도 영주시 문수면 승문리 산 97ㅡ2,중앙선,99.0,활용,미사용,계획 없음,,,,,,,
271,19276,강원본부,경상북도 영주시 평은면 강동리 717ㅡ2,중앙선,109.0,활용,미사용,계획 없음,,,,,,,
272,19277,강원본부,경상북도 영주시 평은면 강동리 729ㅡ2,중앙선,83.0,활용,미사용,계획 없음,,,,,,,
273,19278,강원본부,경상북도 영주시 평은면 강동리 730ㅡ1,중앙선,221.0,활용,미사용,계획 없음,,,,,,,
274,19279,강원본부,경상북도 영주시 평은면 강동리 732ㅡ2,중앙선,968.0,활용,미사용,계획 없음,,,,,,,
275,19280,강원본부,경상북도 영주시 평은면 강동리 734ㅡ2,중앙선,20.0,활용,미사용,계획 없음,,,,,,,
276,19281,강원본부,경상북도 영주시 평은면 강동리 735ㅡ2,중앙선,344.0,활용,미사용,계획 없음,,,,,,,
277,19282,강원본부,경상북도 영주시 평은면 강동리 736ㅡ1,중앙선,109.0,활용,미사용,계획 없음,,,,,,,
278,19283,강원본부,경상북도 영주시 평은면 강동리 887ㅡ1,중앙선,17.0,활용,미사용,계획 없음,,,,,,,
279,19284,강원본부,경상북도 영주시 평은면 강동리 903ㅡ2,중앙선,575.0,활용,미사용,계획 없음,,,,,,,
280,19285,강원본부,경상북도 영주시 평은면 강동리 905ㅡ2,중앙선,621.0,활용,미사용,계획 없음,,,,,,,
281,19286,강원본부,경상북도 영주시 평은면 강동리 913ㅡ2,중앙선,572.0,활용,미사용,계획 없음,,,,,,,
282,19287,강원본부,경상북도 영주시 평은면 강동리 913ㅡ4,중앙선,516.0,활용,미사용,계획 없음,,,,,,,
283,19288,강원본부,경상북도 영주시 평은면 강동리 914ㅡ1,중앙선,20.0,활용,미사용,계획 없음,,,,,,,
284,19289,강원본부,경상북도 영주시 평은면 강동리 955ㅡ3,중앙선,291.0,활용,미사용,계획 없음,,,,,,,
285,19290,강원본부,경상북도 영주시 평은면 강동리 955ㅡ4,중앙선,393.0,활용,미사용,계획 없음,,,,,,,
286,19291,강원본부,경상북도 영주시 평은면 강동리 959ㅡ2,중앙선,1385.0,활용,미사용,계획 없음,,,,,,,
287,19292,강원본부,경상북도 영주시 평은면 강동리 산 145ㅡ2,중앙선,595.0,활용,미사용,계획 없음,,,,,,,
288,19293,강원본부,경상북도 영주시 평은면 강동리 산 146ㅡ2,중앙선,2380.0,활용,미사용,계획 없음,,,,,,,
289,19294,강원본부,경상북도 영주시 평은면 강동리 산 147ㅡ2,중앙선,3137.0,활용,미사용,계획 없음,,,,,,,
290,19295,강원본부,경상북도 영주시 평은면 강동리 산 147ㅡ3,중앙선,99.0,활용,미사용,계획 없음,,,,,,,
291,19296,강원본부,경상북도 영주시 평은면 강동리 산 147ㅡ4,중앙선,79.0,활용,미사용,계획 없음,,,,,,,
292,19297,강원본부,경상북도 영주시 평은면 강동리 산 71ㅡ3,중앙선,1091.0,활용,미사용,계획 없음,,,,,,,
293,19298,강원본부,경상북도 영주시 평은면 강동리 산 71ㅡ5,중앙선,397.0,활용,미사용,계획 없음,,,,,,,
294,19299,강원본부,경상북도 영주시 평은면 강동리 산 71ㅡ6,중앙선,992.0,활용,미사용,계획 없음,,,,,,,
295,19300,강원본부,경상북도 영주시 평은면 강동리 산 72ㅡ3,중앙선,89.0,활용,미사용,계획 없음,,,,,,,
296,19301,강원본부,경상북도 영주시 평은면 강동리 산 72ㅡ4,중앙선,1587.0,활용,미사용,계획 없음,,,,,,,
297,19302,강원본부,경상북도 영주시 평은면 강동리 산 73ㅡ3,중앙선,793.0,활용,미사용,계획 없음,,,,,,,
298,19303,강원본부,경상북도 영주시 평은면 강동리 산 73ㅡ5,중앙선,1488.0,활용,미사용,계획 없음,,,,,,,
299,19304,강원본부,경상북도 영주시 평은면 용혈리 1251ㅡ11,중앙선,222.0,활용,미사용,계획 없음,,,,,,,
300,19305,강원본부,경상북도 영주시 평은면 용혈리 1251ㅡ12,중앙선,314.0,활용,미사용,계획 없음,,,,,,,
301,19306,강원본부,경상북도 영주시 평은면 용혈리 1251ㅡ13,중앙선,170.0,활용,미사용,계획 없음,,,,,,,
302,19308,강원본부,경상북도 영주시 평은면 용혈리 1291ㅡ3,중앙선,45.0,활용,미사용,계획 없음,,,,,,,
303,19309,강원본부,경상북도 영주시 평은면 용혈리 1292ㅡ1,중앙선,35.0,활용,미사용,계획 없음,,,,,,,
304,19312,강원본부,경상북도 영주시 평은면 용혈리 1296ㅡ3,중앙선,36.0,활용,미사용,계획 없음,,,,,,,
305,19313,강원본부,경상북도 영주시 평은면 용혈리 1296ㅡ5,중앙선,138.0,활용,미사용,계획 없음,,,,,,,
306,19314,강원본부,경상북도 영주시 평은면 용혈리 407ㅡ2,중앙선,245.0,활용,미사용,계획 없음,,,,,,,
307,19315,강원본부,경상북도 영주시 평은면 용혈리 415ㅡ2,중앙선,1101.0,활용,미사용,계획 없음,,,,,,,
308,19316,강원본부,경상북도 영주시 평은면 용혈리 415ㅡ4,중앙선,76.0,활용,미사용,계획 없음,,,,,,,
309,19317,강원본부,경상북도 영주시 평은면 용혈리 416ㅡ2,중앙선,1312.0,활용,미사용,계획 없음,,,,,,,
310,19318,강원본부,경상북도 영주시 평은면 용혈리 417ㅡ1,중앙선,46.0,활용,미사용,계획 없음,,,,,,,
311,19319,강원본부,경상북도 영주시 평은면 용혈리 423ㅡ1,중앙선,36.0,활용,미사용,계획 없음,,,,,,,
312,19320,강원본부,경상북도 영주시 평은면 용혈리 424ㅡ2,중앙선,109.0,활용,미사용,계획 없음,,,,,,,
313,19321,강원본부,경상북도 영주시 평은면 용혈리 426ㅡ1,중앙선,13.0,활용,미사용,계획 없음,,,,,,,
314,19322,강원본부,경상북도 영주시 평은면 용혈리 427ㅡ1,중앙선,17.0,활용,미사용,계획 없음,,,,,,,
315,19323,강원본부,경상북도 영주시 평은면 용혈리 427ㅡ2,중앙선,73.0,활용,미사용,계획 없음,,,,,,,
316,19324,강원본부,경상북도 영주시 평은면 용혈리 439ㅡ2,중앙선,169.0,활용,미사용,계획 없음,,,,,,,
317,19325,강원본부,경상북도 영주시 평은면 용혈리 440ㅡ2,중앙선,241.0,활용,미사용,계획 없음,,,,,,,
318,19326,강원본부,경상북도 영주시 평은면 용혈리 491ㅡ1,중앙선,119.0,활용,미사용,계획 없음,,,,,,,
319,19327,강원본부,경상북도 영주시 평은면 용혈리 492ㅡ2,중앙선,1170.0,활용,미사용,계획 없음,,,,,,,
320,19328,강원본부,경상북도 영주시 평은면 용혈리 493ㅡ2,중앙선,23.0,활용,미사용,계획 없음,,,,,,,
321,19329,강원본부,경상북도 영주시 평은면 용혈리 494ㅡ1,중앙선,717.0,활용,미사용,계획 없음,,,,,,,
322,19330,강원본부,경상북도 영주시 평은면 용혈리 495ㅡ1,중앙선,453.0,활용,미사용,계획 없음,,,,,,,
323,19331,강원본부,경상북도 영주시 평은면 용혈리 495ㅡ2,중앙선,33.0,활용,미사용,계획 없음,,,,,,,
324,19333,강원본부,경상북도 영주시 평은면 용혈리 514ㅡ2,중앙선,162.0,활용,미사용,계획 없음,,,,,,,
325,19335,강원본부,경상북도 영주시 평은면 용혈리 515ㅡ2,중앙선,26.0,활용,미사용,계획 없음,,,,,,,
326,19336,강원본부,경상북도 영주시 평은면 용혈리 515ㅡ4,중앙선,30.0,활용,미사용,계획 없음,,,,,,,
327,19338,강원본부,경상북도 영주시 평은면 용혈리 516ㅡ3,중앙선,13.0,활용,미사용,계획 없음,,,,,,,
328,19341,강원본부,경상북도 영주시 평은면 용혈리 518ㅡ4,중앙선,7.0,활용,미사용,계획 없음,,,,,,,
329,19343,강원본부,경상북도 영주시 평은면 용혈리 519ㅡ4,중앙선,20.0,활용,미사용,계획 없음,,,,,,,
330,19345,강원본부,경상북도 영주시 평은면 용혈리 520ㅡ4,중앙선,13.0,활용,미사용,계획 없음,,,,,,,
331,19347,강원본부,경상북도 영주시 평은면 용혈리 521ㅡ3,중앙선,13.0,활용,미사용,계획 없음,,,,,,,
332,19348,강원본부,경상북도 영주시 평은면 용혈리 521ㅡ4,중앙선,26.0,활용,미사용,계획 없음,,,,,,,
333,19349,강원본부,경상북도 영주시 평은면 용혈리 522ㅡ2,중앙선,463.0,활용,미사용,계획 없음,,,,,,,
334,19350,강원본부,경상북도 영주시 평은면 용혈리 522ㅡ4,중앙선,179.0,활용,미사용,계획 없음,,,,,,,
335,19351,강원본부,경상북도 영주시 평은면 용혈리 522ㅡ5,중앙선,102.0,활용,미사용,계획 없음,,,,,,,
336,19352,강원본부,경상북도 영주시 평은면 용혈리 523ㅡ2,중앙선,182.0,활용,미사용,계획 없음,,,,,,,
337,19353,강원본부,경상북도 영주시 평은면 용혈리 523ㅡ3,중앙선,20.0,활용,미사용,계획 없음,,,,,,,
338,19354,강원본부,경상북도 영주시 평은면 용혈리 523ㅡ4,중앙선,63.0,활용,미사용,계획 없음,,,,,,,
339,19356,강원본부,경상북도 영주시 평은면 용혈리 524ㅡ3,중앙선,46.0,활용,미사용,계획 없음,,,,,,,
340,19357,강원본부,경상북도 영주시 평은면 용혈리 524ㅡ4,중앙선,264.0,활용,미사용,계획 없음,,,,,,,
341,19359,강원본부,경상북도 영주시 평은면 용혈리 525ㅡ3,중앙선,10.0,활용,미사용,계획 없음,,,,,,,
342,19360,강원본부,경상북도 영주시 평은면 용혈리 525ㅡ4,중앙선,76.0,활용,미사용,계획 없음,,,,,,,
343,19361,강원본부,경상북도 영주시 평은면 용혈리 577ㅡ2,중앙선,2.0,활용,미사용,계획 없음,,,,,,,
344,19362,강원본부,경상북도 영주시 평은면 용혈리 578ㅡ2,중앙선,50.0,활용,미사용,계획 없음,,,,,,,
345,19363,강원본부,경상북도 영주시 평은면 용혈리 579ㅡ2,중앙선,1.0,활용,미사용,계획 없음,,,,,,,
346,19364,강원본부,경상북도 영주시 평은면 용혈리 580ㅡ2,중앙선,354.0,활용,미사용,계획 없음,,,,,,,
347,19365,강원본부,경상북도 영주시 평은면 용혈리 581ㅡ2,중앙선,1.0,활용,미사용,계획 없음,,,,,,,
348,19366,강원본부,경상북도 영주시 평은면 용혈리 583ㅡ2,중앙선,145.0,활용,미사용,계획 없음,,,,,,,
349,19367,강원본부,경상북도 영주시 평은면 용혈리 584ㅡ2,중앙선,1626.0,활용,미사용,계획 없음,,,,,,,
350,19368,강원본부,경상북도 영주시 평은면 용혈리 585ㅡ2,중앙선,410.0,활용,미사용,계획 없음,,,,,,,
351,19372,강원본부,경상북도 영주시 평은면 용혈리 669ㅡ3,중앙선,36.0,활용,미사용,계획 없음,,,,,,,
352,19373,강원본부,경상북도 영주시 평은면 용혈리 670ㅡ2,중앙선,2.0,활용,미사용,계획 없음,,,,,,,
353,19374,강원본부,경상북도 영주시 평은면 용혈리 670ㅡ3,중앙선,7.0,활용,미사용,계획 없음,,,,,,,
354,19376,강원본부,경상북도 영주시 평은면 용혈리 671ㅡ3,중앙선,7.0,활용,미사용,계획 없음,,,,,,,
355,19377,강원본부,경상북도 영주시 평은면 용혈리 671ㅡ4,중앙선,10.0,활용,미사용,계획 없음,,,,,,,
356,19378,강원본부,경상북도 영주시 평은면 용혈리 673ㅡ1,중앙선,245.0,활용,미사용,계획 없음,,,,,,,
357,19379,강원본부,경상북도 영주시 평은면 용혈리 673ㅡ3,중앙선,10.0,활용,미사용,계획 없음,,,,,,,
358,19380,강원본부,경상북도 영주시 평은면 용혈리 산 19ㅡ2,중앙선,595.0,활용,미사용,계획 없음,,,,,,,
359,19381,강원본부,경상북도 영주시 평은면 용혈리 산 20ㅡ3,중앙선,992.0,활용,미사용,계획 없음,,,,,,,
360,19382,강원본부,경상북도 영주시 평은면 용혈리 산 20ㅡ4,중앙선,893.0,활용,미사용,계획 없음,,,,,,,
361,19383,강원본부,경상북도 영주시 평은면 용혈리 산 22ㅡ2,중앙선,496.0,활용,미사용,계획 없음,,,,,,,
362,19384,강원본부,경상북도 영주시 평은면 용혈리 산 22ㅡ4,중앙선,1091.0,활용,미사용,계획 없음,,,,,,,
363,19385,강원본부,경상북도 영주시 평은면 용혈리 산 22ㅡ6,중앙선,298.0,활용,미사용,계획 없음,,,,,,,
364,19386,강원본부,경상북도 영주시 평은면 용혈리 산 23ㅡ2,중앙선,198.0,활용,미사용,계획 없음,,,,,,,
365,4102,영남본부,경상남도 밀양시 가곡동 651ㅡ35,경부선,31.0,기타,도로사용,계획없음(매각 추진),,,,,,,
366,4106,영남본부,경상남도 밀양시 가곡동 662ㅡ154,경부선,21.0,기타,도로사용,계획없음(매각 추진),,,,,,,
367,4109,영남본부,경상남도 밀양시 가곡동 665ㅡ14,경부선,193.0,기타,도로사용,계획없음(매각 추진),,,,,,,
368,4112,영남본부,경상남도 밀양시 가곡동 667ㅡ11,경부선,18.0,기타,도로사용,계획없음(매각 추진),,,,,,,
369,4113,영남본부,경상남도 밀양시 가곡동 668ㅡ4,경부선,76.0,기타,도로사용,계획없음(매각 추진),,,,,,,
370,4114,영남본부,경상남도 밀양시 가곡동 706ㅡ13,경부선,346.0,기타,도로사용,계획없음(매각 추진),,,,,,,
371,4229,영남본부,경상남도 밀양시 삼랑진읍 임천리 1441,경부선,710.0,기타,나대지,계획없음(매각 추진),,,,,,,
372,4243,영남본부,경상남도 밀양시 상동면 안인리 1619ㅡ4,경부선,425.0,기타,도로상부,계획없음(매각 추진),,,,,,,
373,4314,영남본부,경상남도 양산시 동면 가산리 1022ㅡ9,경부선,9.0,기타,미사용,계획없음(매각 추진),,,,,,,
374,4315,영남본부,경상남도 양산시 동면 가산리 1087ㅡ7,경부선,15.0,기타,미사용,계획없음(매각 추진),,,,,,,
375,12889,충청본부,충청남도 아산시 도고면 봉농리 161-2,장항선,4437.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
376,12904,충청본부,충청남도 아산시 도고면 신언리 476-2,장항선,446.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
377,12905,충청본부,충청남도 아산시 도고면 신언리 478-2,장항선,4545.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
378,12911,충청본부,충청남도 아산시 도고면 신언리 80-1,장항선,724.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
379,12912,충청본부,충청남도 아산시 도고면 신언리 82-1,장항선,1681.0,활용,사용허가(매설부지),계속 사용허가(태양광),,,,,,,
380,12913,충청본부,충청남도 아산시 도고면 신언리 91-2,장항선,2152.0,활용,사용허가(매설부지),계속 사용허가(태양광),,,,,,,
381,12920,충청본부,충청남도 아산시 방축동 146-2,장항선,2245.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
382,12921,충청본부,충청남도 아산시 방축동 174-5,장항선,1278.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
383,12922,충청본부,충청남도 아산시 배미동 149-2,장항선,1187.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
384,12923,충청본부,충청남도 아산시 배미동 169-2,장항선,1713.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
385,12924,충청본부,충청남도 아산시 배미동 177-1,장항선,826.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
386,12925,충청본부,충청남도 아산시 배미동 180-2,장항선,2010.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
387,12926,충청본부,충청남도 아산시 배미동 188-2,장항선,1379.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
388,12928,충청본부,충청남도 아산시 배미동 236-2,장항선,936.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
389,12929,충청본부,충청남도 아산시 배미동 산18-4,장항선,5256.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
390,12930,충청본부,충청남도 아산시 배미동 산18-6,장항선,3273.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
391,12937,충청본부,충청남도 아산시 선장면 죽산리 182-11,장항선,943.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
392,12938,충청본부,충청남도 아산시 선장면 죽산리 188-1,장항선,1025.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
393,12939,충청본부,충청남도 아산시 선장면 죽산리 189-3,장항선,860.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
394,12940,충청본부,충청남도 아산시 선장면 죽산리 189-4,장항선,688.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
395,12941,충청본부,충청남도 아산시 선장면 죽산리 195-7,장항선,902.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
396,12942,충청본부,충청남도 아산시 선장면 죽산리 196-1,장항선,281.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
397,12943,충청본부,충청남도 아산시 선장면 죽산리 197-1,장항선,1345.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
398,12944,충청본부,충청남도 아산시 선장면 죽산리 198-1,장항선,767.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
399,12945,충청본부,충청남도 아산시 선장면 죽산리 201-4,장항선,2591.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
400,12946,충청본부,충청남도 아산시 선장면 죽산리 202-1,장항선,742.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
401,12948,충청본부,충청남도 아산시 선장면 죽산리 203-6,장항선,978.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
402,12952,충청본부,충청남도 아산시 선장면 죽산리 380-1,장항선,168.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
403,12954,충청본부,충청남도 아산시 신창면 궁화리 166-16,장항선,1264.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
404,12955,충청본부,충청남도 아산시 신창면 궁화리 197-1,장항선,152.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
405,12956,충청본부,충청남도 아산시 신창면 궁화리 198-1,장항선,1362.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
406,12958,충청본부,충청남도 아산시 신창면 궁화리 208-2,장항선,1699.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
407,12959,충청본부,충청남도 아산시 신창면 궁화리 210-3,장항선,218.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
408,12961,충청본부,충청남도 아산시 신창면 궁화리 247-1,장항선,393.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
409,12962,충청본부,충청남도 아산시 신창면 궁화리 260-1,장항선,1101.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
410,12965,충청본부,충청남도 아산시 신창면 궁화리 37-3,장항선,3557.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
411,12966,충청본부,충청남도 아산시 신창면 궁화리 51-2,장항선,800.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
412,12967,충청본부,충청남도 아산시 신창면 궁화리 543-1,장항선,502.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
413,12970,충청본부,충청남도 아산시 신창면 궁화리 544-2,장항선,605.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
414,12971,충청본부,충청남도 아산시 신창면 궁화리 544-4,장항선,1220.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
415,12974,충청본부,충청남도 아산시 신창면 궁화리 546-6,장항선,4553.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
416,12975,충청본부,충청남도 아산시 신창면 궁화리 7-2,장항선,2595.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
417,12976,충청본부,충청남도 아산시 신창면 궁화리 산12-2,장항선,1646.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
418,12977,충청본부,충청남도 아산시 신창면 궁화리 산1-2,장항선,1091.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
419,12978,충청본부,충청남도 아산시 신창면 궁화리 산53-2,장항선,3967.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
420,12979,충청본부,충청남도 아산시 신창면 궁화리 산55-1,장항선,397.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
421,12980,충청본부,충청남도 아산시 신창면 궁화리 산55-3,장항선,3074.0,활용,사용허가(태양광),계속 사용허가(태양광),,,,,,,
