,지역본부,재산 소재지,노선명, 면적(공부) ,유형분류,현재 사용현황,향후 사용계획 및 추진사항
19245,강원본부,경상북도 영주시 문수면 승문리 1811ㅡ1,중앙선,80.0,활용,미사용,계획 없음
19247,강원본부,경상북도 영주시 문수면 승문리 527ㅡ5,중앙선,10.0,활용,미사용,계획 없음
19248,강원본부,경상북도 영주시 문수면 승문리 528ㅡ5,중앙선,56.0,활용,미사용,계획 없음
19249,강원본부,경상북도 영주시 문수면 승문리 529ㅡ3,중앙선,122.0,활용,미사용,계획 없음
19250,강원본부,경상북도 영주시 문수면 승문리 530ㅡ3,중앙선,46.0,활용,미사용,계획 없음
19251,강원본부,경상북도 영주시 문수면 승문리 531ㅡ3,중앙선,23.0,활용,미사용,계획 없음
19252,강원본부,경상북도 영주시 문수면 승문리 531ㅡ4,중앙선,23.0,활용,미사용,계획 없음
19256,강원본부,경상북도 영주시 문수면 승문리 산 102ㅡ1,중앙선,198.0,활용,미사용,계획 없음
19257,강원본부,경상북도 영주시 문수면 승문리 산 102ㅡ2,중앙선,60.0,활용,미사용,계획 없음
19258,강원본부,경상북도 영주시 문수면 승문리 산 103ㅡ2,중앙선,1686.0,활용,미사용,계획 없음
19259,강원본부,경상북도 영주시 문수면 승문리 산 103ㅡ4,중앙선,198.0,활용,미사용,계획 없음
19260,강원본부,경상북도 영주시 문수면 승문리 산 111ㅡ2,중앙선,1785.0,활용,미사용,계획 없음
19261,강원본부,경상북도 영주시 문수면 승문리 산 111ㅡ4,중앙선,198.0,활용,미사용,계획 없음
19262,강원본부,경상북도 영주시 문수면 승문리 산 112ㅡ2,중앙선,298.0,활용,미사용,계획 없음
19263,강원본부,경상북도 영주시 문수면 승문리 산 112ㅡ3,중앙선,1190.0,활용,미사용,계획 없음
19267,강원본부,경상북도 영주시 문수면 승문리 산 213ㅡ1,중앙선,126.0,활용,미사용,계획 없음
19268,강원본부,경상북도 영주시 문수면 승문리 산 93ㅡ4,중앙선,3273.0,활용,미사용,계획 없음
19269,강원본부,경상북도 영주시 문수면 승문리 산 93ㅡ6,중앙선,99.0,활용,미사용,계획 없음
19270,강원본부,경상북도 영주시 문수면 승문리 산 95ㅡ1,중앙선,595.0,활용,미사용,계획 없음
19271,강원본부,경상북도 영주시 문수면 승문리 산 96ㅡ2,중앙선,73.0,활용,미사용,계획 없음
19272,강원본부,경상북도 영주시 문수면 승문리 산 96ㅡ3,중앙선,397.0,활용,미사용,계획 없음
19273,강원본부,경상북도 영주시 문수면 승문리 산 96ㅡ5,중앙선,69.0,활용,미사용,계획 없음
19274,강원본부,경상북도 영주시 문수면 승문리 산 97ㅡ1,중앙선,496.0,활용,미사용,계획 없음
19275,강원본부,경상북도 영주시 문수면 승문리 산 97ㅡ2,중앙선,99.0,활용,미사용,계획 없음
19276,강원본부,경상북도 영주시 평은면 강동리 717ㅡ2,중앙선,109.0,활용,미사용,계획 없음
19277,강원본부,경상북도 영주시 평은면 강동리 729ㅡ2,중앙선,83.0,활용,미사용,계획 없음
19278,강원본부,경상북도 영주시 평은면 강동리 730ㅡ1,중앙선,221.0,활용,미사용,계획 없음
19279,강원본부,경상북도 영주시 평은면 강동리 732ㅡ2,중앙선,968.0,활용,미사용,계획 없음
19280,강원본부,경상북도 영주시 평은면 강동리 734ㅡ2,중앙선,20.0,활용,미사용,계획 없음
19281,강원본부,경상북도 영주시 평은면 강동리 735ㅡ2,중앙선,344.0,활용,미사용,계획 없음
19282,강원본부,경상북도 영주시 평은면 강동리 736ㅡ1,중앙선,109.0,활용,미사용,계획 없음
19283,강원본부,경상북도 영주시 평은면 강동리 887ㅡ1,중앙선,17.0,활용,미사용,계획 없음
19284,강원본부,경상북도 영주시 평은면 강동리 903ㅡ2,중앙선,575.0,활용,미사용,계획 없음
19285,강원본부,경상북도 영주시 평은면 강동리 905ㅡ2,중앙선,621.0,활용,미사용,계획 없음
19286,강원본부,경상북도 영주시 평은면 강동리 913ㅡ2,중앙선,572.0,활용,미사용,계획 없음
19287,강원본부,경상북도 영주시 평은면 강동리 913ㅡ4,중앙선,516.0,활용,미사용,계획 없음
19288,강원본부,경상북도 영주시 평은면 강동리 914ㅡ1,중앙선,20.0,활용,미사용,계획 없음
19289,강원본부,경상북도 영주시 평은면 강동리 955ㅡ3,중앙선,291.0,활용,미사용,계획 없음
19290,강원본부,경상북도 영주시 평은면 강동리 955ㅡ4,중앙선,393.0,활용,미사용,계획 없음
19291,강원본부,경상북도 영주시 평은면 강동리 959ㅡ2,중앙선,1385.0,활용,미사용,계획 없음
19292,강원본부,경상북도 영주시 평은면 강동리 산 145ㅡ2,중앙선,595.0,활용,미사용,계획 없음
19293,강원본부,경상북도 영주시 평은면 강동리 산 146ㅡ2,중앙선,2380.0,활용,미사용,계획 없음
19294,강원본부,경상북도 영주시 평은면 강동리 산 147ㅡ2,중앙선,3137.0,활용,미사용,계획 없음
19295,강원본부,경상북도 영주시 평은면 강동리 산 147ㅡ3,중앙선,99.0,활용,미사용,계획 없음
19296,강원본부,경상북도 영주시 평은면 강동리 산 147ㅡ4,중앙선,79.0,활용,미사용,계획 없음
19297,강원본부,경상북도 영주시 평은면 강동리 산 71ㅡ3,중앙선,1091.0,활용,미사용,계획 없음
19298,강원본부,경상북도 영주시 평은면 강동리 산 71ㅡ5,중앙선,397.0,활용,미사용,계획 없음
19299,강원본부,경상북도 영주시 평은면 강동리 산 71ㅡ6,중앙선,992.0,활용,미사용,계획 없음
19300,강원본부,경상북도 영주시 평은면 강동리 산 72ㅡ3,중앙선,89.0,활용,미사용,계획 없음
19301,강원본부,경상북도 영주시 평은면 강동리 산 72ㅡ4,중앙선,1587.0,활용,미사용,계획 없음
19302,강원본부,경상북도 영주시 평은면 강동리 산 73ㅡ3,중앙선,793.0,활용,미사용,계획 없음
19303,강원본부,경상북도 영주시 평은면 강동리 산 73ㅡ5,중앙선,1488.0,활용,미사용,계획 없음
19304,강원본부,경상북도 영주시 평은면 용혈리 1251ㅡ11,중앙선,222.0,활용,미사용,계획 없음
19305,강원본부,경상북도 영주시 평은면 용혈리 1251ㅡ12,중앙선,314.0,활용,미사용,계획 없음
19306,강원본부,경상북도 영주시 평은면 용혈리 1251ㅡ13,중앙선,170.0,활용,미사용,계획 없음
19308,강원본부,경상북도 영주시 평은면 용혈리 1291ㅡ3,중앙선,45.0,활용,미사용,계획 없음
19309,강원본부,경상북도 영주시 평은면 용혈리 1292ㅡ1,중앙선,35.0,활용,미사용,계획 없음
19312,강원본부,경상북도 영주시 평은면 용혈리 1296ㅡ3,중앙선,36.0,활용,미사용,계획 없음
19313,강원본부,경상북도 영주시 평은면 용혈리 1296ㅡ5,중앙선,138.0,활용,미사용,계획 없음
19314,강원본부,경상북도 영주시 평은면 용혈리 407ㅡ2,중앙선,245.0,활용,미사용,계획 없음
19315,강원본부,경상북도 영주시 평은면 용혈리 415ㅡ2,중앙선,1101.0,활용,미사용,계획 없음
19316,강원본부,경상북도 영주시 평은면 용혈리 415ㅡ4,중앙선,76.0,활용,미사용,계획 없음
19317,강원본부,경상북도 영주시 평은면 용혈리 416ㅡ2,중앙선,1312.0,활용,미사용,계획 없음
19318,강원본부,경상북도 영주시 평은면 용혈리 417ㅡ1,중앙선,46.0,활용,미사용,계획 없음
19319,강원본부,경상북도 영주시 평은면 용혈리 423ㅡ1,중앙선,36.0,활용,미사용,계획 없음
19320,강원본부,경상북도 영주시 평은면 용혈리 424ㅡ2,중앙선,109.0,활용,미사용,계획 없음
19321,강원본부,경상북도 영주시 평은면 용혈리 426ㅡ1,중앙선,13.0,활용,미사용,계획 없음
19322,강원본부,경상북도 영주시 평은면 용혈리 427ㅡ1,중앙선,17.0,활용,미사용,계획 없음
19323,강원본부,경상북도 영주시 평은면 용혈리 427ㅡ2,중앙선,73.0,활용,미사용,계획 없음
19324,강원본부,경상북도 영주시 평은면 용혈리 439ㅡ2,중앙선,169.0,활용,미사용,계획 없음
19325,강원본부,경상북도 영주시 평은면 용혈리 440ㅡ2,중앙선,241.0,활용,미사용,계획 없음
19326,강원본부,경상북도 영주시 평은면 용혈리 491ㅡ1,중앙선,119.0,활용,미사용,계획 없음
19327,강원본부,경상북도 영주시 평은면 용혈리 492ㅡ2,중앙선,1170.0,활용,미사용,계획 없음
19328,강원본부,경상북도 영주시 평은면 용혈리 493ㅡ2,중앙선,23.0,활용,미사용,계획 없음
19329,강원본부,경상북도 영주시 평은면 용혈리 494ㅡ1,중앙선,717.0,활용,미사용,계획 없음
19330,강원본부,경상북도 영주시 평은면 용혈리 495ㅡ1,중앙선,453.0,활용,미사용,계획 없음
19331,강원본부,경상북도 영주시 평은면 용혈리 495ㅡ2,중앙선,33.0,활용,미사용,계획 없음
19333,강원본부,경상북도 영주시 평은면 용혈리 514ㅡ2,중앙선,162.0,활용,미사용,계획 없음
19335,강원본부,경상북도 영주시 평은면 용혈리 515ㅡ2,중앙선,26.0,활용,미사용,계획 없음
19336,강원본부,경상북도 영주시 평은면 용혈리 515ㅡ4,중앙선,30.0,활용,미사용,계획 없음
19338,강원본부,경상북도 영주시 평은면 용혈리 516ㅡ3,중앙선,13.0,활용,미사용,계획 없음
19341,강원본부,경상북도 영주시 평은면 용혈리 518ㅡ4,중앙선,7.0,활용,미사용,계획 없음
19343,강원본부,경상북도 영주시 평은면 용혈리 519ㅡ4,중앙선,20.0,활용,미사용,계획 없음
19345,강원본부,경상북도 영주시 평은면 용혈리 520ㅡ4,중앙선,13.0,활용,미사용,계획 없음
19347,강원본부,경상북도 영주시 평은면 용혈리 521ㅡ3,중앙선,13.0,활용,미사용,계획 없음
19348,강원본부,경상북도 영주시 평은면 용혈리 521ㅡ4,중앙선,26.0,활용,미사용,계획 없음
19349,강원본부,경상북도 영주시 평은면 용혈리 522ㅡ2,중앙선,463.0,활용,미사용,계획 없음
19350,강원본부,경상북도 영주시 평은면 용혈리 522ㅡ4,중앙선,179.0,활용,미사용,계획 없음
19351,강원본부,경상북도 영주시 평은면 용혈리 522ㅡ5,중앙선,102.0,활용,미사용,계획 없음
19352,강원본부,경상북도 영주시 평은면 용혈리 523ㅡ2,중앙선,182.0,활용,미사용,계획 없음
19353,강원본부,경상북도 영주시 평은면 용혈리 523ㅡ3,중앙선,20.0,활용,미사용,계획 없음
19354,강원본부,경상북도 영주시 평은면 용혈리 523ㅡ4,중앙선,63.0,활용,미사용,계획 없음
19356,강원본부,경상북도 영주시 평은면 용혈리 524ㅡ3,중앙선,46.0,활용,미사용,계획 없음
19357,강원본부,경상북도 영주시 평은면 용혈리 524ㅡ4,중앙선,264.0,활용,미사용,계획 없음
19359,강원본부,경상북도 영주시 평은면 용혈리 525ㅡ3,중앙선,10.0,활용,미사용,계획 없음
19360,강원본부,경상북도 영주시 평은면 용혈리 525ㅡ4,중앙선,76.0,활용,미사용,계획 없음
19361,강원본부,경상북도 영주시 평은면 용혈리 577ㅡ2,중앙선,2.0,활용,미사용,계획 없음
19362,강원본부,경상북도 영주시 평은면 용혈리 578ㅡ2,중앙선,50.0,활용,미사용,계획 없음
19363,강원본부,경상북도 영주시 평은면 용혈리 579ㅡ2,중앙선,1.0,활용,미사용,계획 없음
19364,강원본부,경상북도 영주시 평은면 용혈리 580ㅡ2,중앙선,354.0,활용,미사용,계획 없음
19365,강원본부,경상북도 영주시 평은면 용혈리 581ㅡ2,중앙선,1.0,활용,미사용,계획 없음
19366,강원본부,경상북도 영주시 평은면 용혈리 583ㅡ2,중앙선,145.0,활용,미사용,계획 없음
19367,강원본부,경상북도 영주시 평은면 용혈리 584ㅡ2,중앙선,1626.0,활용,미사용,계획 없음
19368,강원본부,경상북도 영주시 평은면 용혈리 585ㅡ2,중앙선,410.0,활용,미사용,계획 없음
19372,강원본부,경상북도 영주시 평은면 용혈리 669ㅡ3,중앙선,36.0,활용,미사용,계획 없음
19373,강원본부,경상북도 영주시 평은면 용혈리 670ㅡ2,중앙선,2.0,활용,미사용,계획 없음
19374,강원본부,경상북도 영주시 평은면 용혈리 670ㅡ3,중앙선,7.0,활용,미사용,계획 없음
19376,강원본부,경상북도 영주시 평은면 용혈리 671ㅡ3,중앙선,7.0,활용,미사용,계획 없음
19377,강원본부,경상북도 영주시 평은면 용혈리 671ㅡ4,중앙선,10.0,활용,미사용,계획 없음
19378,강원본부,경상북도 영주시 평은면 용혈리 673ㅡ1,중앙선,245.0,활용,미사용,계획 없음
19379,강원본부,경상북도 영주시 평은면 용혈리 673ㅡ3,중앙선,10.0,활용,미사용,계획 없음
19380,강원본부,경상북도 영주시 평은면 용혈리 산 19ㅡ2,중앙선,595.0,활용,미사용,계획 없음
19381,강원본부,경상북도 영주시 평은면 용혈리 산 20ㅡ3,중앙선,992.0,활용,미사용,계획 없음
19382,강원본부,경상북도 영주시 평은면 용혈리 산 20ㅡ4,중앙선,893.0,활용,미사용,계획 없음
19383,강원본부,경상북도 영주시 평은면 용혈리 산 22ㅡ2,중앙선,496.0,활용,미사용,계획 없음
19384,강원본부,경상북도 영주시 평은면 용혈리 산 22ㅡ4,중앙선,1091.0,활용,미사용,계획 없음
19385,강원본부,경상북도 영주시 평은면 용혈리 산 22ㅡ6,중앙선,298.0,활용,미사용,계획 없음
19386,강원본부,경상북도 영주시 평은면 용혈리 산 23ㅡ2,중앙선,198.0,활용,미사용,계획 없음
4102,영남본부,경상남도 밀양시 가곡동 651ㅡ35,경부선,31.0,기타,도로사용,계획없음(매각 추진)
4106,영남본부,경상남도 밀양시 가곡동 662ㅡ154,경부선,21.0,기타,도로사용,계획없음(매각 추진)
4109,영남본부,경상남도 밀양시 가곡동 665ㅡ14,경부선,193.0,기타,도로사용,계획없음(매각 추진)
4112,영남본부,경상남도 밀양시 가곡동 667ㅡ11,경부선,18.0,기타,도로사용,계획없음(매각 추진)
4113,영남본부,경상남도 밀양시 가곡동 668ㅡ4,경부선,76.0,기타,도로사용,계획없음(매각 추진)
4114,영남본부,경상남도 밀양시 가곡동 706ㅡ13,경부선,346.0,기타,도로사용,계획없음(매각 추진)
4229,영남본부,경상남도 밀양시 삼랑진읍 임천리 1441,경부선,710.0,기타,나대지,계획없음(매각 추진)
4243,영남본부,경상남도 밀양시 상동면 안인리 1619ㅡ4,경부선,425.0,기타,도로상부,계획없음(매각 추진)
4314,영남본부,경상남도 양산시 동면 가산리 1022ㅡ9,경부선,9.0,기타,미사용,계획없음(매각 추진)
4315,영남본부,경상남도 양산시 동면 가산리 1087ㅡ7,경부선,15.0,기타,미사용,계획없음(매각 추진)
12889,충청본부,충청남도 아산시 도고면 봉농리 161-2,장항선,4437.0,활용,사용허가(태양광),계속 사용허가(태양광)
12904,충청본부,충청남도 아산시 도고면 신언리 476-2,장항선,446.0,활용,사용허가(태양광),계속 사용허가(태양광)
12905,충청본부,충청남도 아산시 도고면 신언리 478-2,장항선,4545.0,활용,사용허가(태양광),계속 사용허가(태양광)
12911,충청본부,충청남도 아산시 도고면 신언리 80-1,장항선,724.0,활용,사용허가(태양광),계속 사용허가(태양광)
12912,충청본부,충청남도 아산시 도고면 신언리 82-1,장항선,1681.0,활용,사용허가(매설부지),계속 사용허가(태양광)
12913,충청본부,충청남도 아산시 도고면 신언리 91-2,장항선,2152.0,활용,사용허가(매설부지),계속 사용허가(태양광)
12920,충청본부,충청남도 아산시 방축동 146-2,장항선,2245.0,활용,사용허가(태양광),계속 사용허가(태양광)
12921,충청본부,충청남도 아산시 방축동 174-5,장항선,1278.0,활용,사용허가(태양광),계속 사용허가(태양광)
12922,충청본부,충청남도 아산시 배미동 149-2,장항선,1187.0,활용,사용허가(태양광),계속 사용허가(태양광)
12923,충청본부,충청남도 아산시 배미동 169-2,장항선,1713.0,활용,사용허가(태양광),계속 사용허가(태양광)
12924,충청본부,충청남도 아산시 배미동 177-1,장항선,826.0,활용,사용허가(태양광),계속 사용허가(태양광)
12925,충청본부,충청남도 아산시 배미동 180-2,장항선,2010.0,활용,사용허가(태양광),계속 사용허가(태양광)
12926,충청본부,충청남도 아산시 배미동 188-2,장항선,1379.0,활용,사용허가(태양광),계속 사용허가(태양광)
12928,충청본부,충청남도 아산시 배미동 236-2,장항선,936.0,활용,사용허가(태양광),계속 사용허가(태양광)
12929,충청본부,충청남도 아산시 배미동 산18-4,장항선,5256.0,활용,사용허가(태양광),계속 사용허가(태양광)
12930,충청본부,충청남도 아산시 배미동 산18-6,장항선,3273.0,활용,사용허가(태양광),계속 사용허가(태양광)
12937,충청본부,충청남도 아산시 선장면 죽산리 182-11,장항선,943.0,활용,사용허가(태양광),계속 사용허가(태양광)
12938,충청본부,충청남도 아산시 선장면 죽산리 188-1,장항선,1025.0,활용,사용허가(태양광),계속 사용허가(태양광)
12939,충청본부,충청남도 아산시 선장면 죽산리 189-3,장항선,860.0,활용,사용허가(태양광),계속 사용허가(태양광)
12940,충청본부,충청남도 아산시 선장면 죽산리 189-4,장항선,688.0,활용,사용허가(태양광),계속 사용허가(태양광)
12941,충청본부,충청남도 아산시 선장면 죽산리 195-7,장항선,902.0,활용,사용허가(태양광),계속 사용허가(태양광)
12942,충청본부,충청남도 아산시 선장면 죽산리 196-1,장항선,281.0,활용,사용허가(태양광),계속 사용허가(태양광)
12943,충청본부,충청남도 아산시 선장면 죽산리 197-1,장항선,1345.0,활용,사용허가(태양광),계속 사용허가(태양광)
12944,충청본부,충청남도 아산시 선장면 죽산리 198-1,장항선,767.0,활용,사용허가(태양광),계속 사용허가(태양광)
12945,충청본부,충청남도 아산시 선장면 죽산리 201-4,장항선,2591.0,활용,사용허가(태양광),계속 사용허가(태양광)
12946,충청본부,충청남도 아산시 선장면 죽산리 202-1,장항선,742.0,활용,사용허가(태양광),계속 사용허가(태양광)
12948,충청본부,충청남도 아산시 선장면 죽산리 203-6,장항선,978.0,활용,사용허가(태양광),계속 사용허가(태양광)
12952,충청본부,충청남도 아산시 선장면 죽산리 380-1,장항선,168.0,활용,사용허가(태양광),계속 사용허가(태양광)
12954,충청본부,충청남도 아산시 신창면 궁화리 166-16,장항선,1264.0,활용,사용허가(태양광),계속 사용허가(태양광)
12955,충청본부,충청남도 아산시 신창면 궁화리 197-1,장항선,152.0,활용,사용허가(태양광),계속 사용허가(태양광)
12956,충청본부,충청남도 아산시 신창면 궁화리 198-1,장항선,1362.0,활용,사용허가(태양광),계속 사용허가(태양광)
12958,충청본부,충청남도 아산시 신창면 궁화리 208-2,장항선,1699.0,활용,사용허가(태양광),계속 사용허가(태양광)
12959,충청본부,충청남도 아산시 신창면 궁화리 210-3,장항선,218.0,활용,사용허가(태양광),계속 사용허가(태양광)
12961,충청본부,충청남도 아산시 신창면 궁화리 247-1,장항선,393.0,활용,사용허가(태양광),계속 사용허가(태양광)
12962,충청본부,충청남도 아산시 신창면 궁화리 260-1,장항선,1101.0,활용,사용허가(태양광),계속 사용허가(태양광)
12965,충청본부,충청남도 아산시 신창면 궁화리 37-3,장항선,3557.0,활용,사용허가(태양광),계속 사용허가(태양광)
12966,충청본부,충청남도 아산시 신창면 궁화리 51-2,장항선,800.0,활용,사용허가(태양광),계속 사용허가(태양광)
12967,충청본부,충청남도 아산시 신창면 궁화리 543-1,장항선,502.0,활용,사용허가(태양광),계속 사용허가(태양광)
12970,충청본부,충청남도 아산시 신창면 궁화리 544-2,장항선,605.0,활용,사용허가(태양광),계속 사용허가(태양광)
12971,충청본부,충청남도 아산시 신창면 궁화리 544-4,장항선,1220.0,활용,사용허가(태양광),계속 사용허가(태양광)
12974,충청본부,충청남도 아산시 신창면 궁화리 546-6,장항선,4553.0,활용,사용허가(태양광),계속 사용허가(태양광)
12975,충청본부,충청남도 아산시 신창면 궁화리 7-2,장항선,2595.0,활용,사용허가(태양광),계속 사용허가(태양광)
12976,충청본부,충청남도 아산시 신창면 궁화리 산12-2,장항선,1646.0,활용,사용허가(태양광),계속 사용허가(태양광)
12977,충청본부,충청남도 아산시 신창면 궁화리 산1-2,장항선,1091.0,활용,사용허가(태양광),계속 사용허가(태양광)
12978,충청본부,충청남도 아산시 신창면 궁화리 산53-2,장항선,3967.0,활용,사용허가(태양광),계속 사용허가(태양광)
12979,충청본부,충청남도 아산시 신창면 궁화리 산55-1,장항선,397.0,활용,사용허가(태양광),계속 사용허가(태양광)
12980,충청본부,충청남도 아산시 신창면 궁화리 산55-3,장항선,3074.0,활용,사용허가(태양광),계속 사용허가(태양광)
12981,충청본부,충청남도 아산시 신창면 궁화리 산63-15,장항선,1681.0,활용,사용허가(태양광),계속 사용허가(태양광)
12982,충청본부,충청남도 아산시 신창면 궁화리 산63-2,장항선,4463.0,활용,사용허가(태양광),계속 사용허가(태양광)
12983,충청본부,충청남도 아산시 신창면 궁화리 산81-19,장항선,1983.0,활용,사용허가(태양광),계속 사용허가(태양광)
12984,충청본부,충청남도 아산시 신창면 궁화리 산81-20,장항선,892.0,활용,사용허가(태양광),계속 사용허가(태양광)
12985,충청본부,충청남도 아산시 신창면 궁화리 산81-21,장항선,1886.0,활용,사용허가(태양광),계속 사용허가(태양광)
12986,충청본부,충청남도 아산시 신창면 남성리 209-2,장항선,4403.0,활용,사용허가(태양광),계속 사용허가(태양광)
12988,충청본부,충청남도 아산시 신창면 남성리 216-2,장항선,1418.0,활용,사용허가(태양광),계속 사용허가(태양광)
12989,충청본부,충청남도 아산시 신창면 남성리 218-2,장항선,3666.0,활용,사용허가(태양광),계속 사용허가(태양광)
12990,충청본부,충청남도 아산시 신창면 남성리 353-2,장항선,2557.0,활용,사용허가(태양광),계속 사용허가(태양광)
12991,충청본부,충청남도 아산시 신창면 남성리 358-2,장항선,955.0,활용,사용허가(태양광),계속 사용허가(태양광)
12992,충청본부,충청남도 아산시 신창면 남성리 360-2,장항선,1072.0,활용,사용허가(태양광),계속 사용허가(태양광)
12993,충청본부,충청남도 아산시 신창면 남성리 364-1,장항선,486.0,활용,사용허가(태양광),계속 사용허가(태양광)
12994,충청본부,충청남도 아산시 신창면 남성리 366-3,장항선,410.0,활용,사용허가(태양광),계속 사용허가(태양광)
12996,충청본부,충청남도 아산시 신창면 남성리 385-2,장항선,661.0,활용,사용허가(태양광),계속 사용허가(태양광)
12997,충청본부,충청남도 아산시 신창면 남성리 459-2,장항선,496.0,활용,사용허가(태양광),계속 사용허가(태양광)
12998,충청본부,충청남도 아산시 신창면 남성리 47-2,장항선,568.0,활용,사용허가(태양광),계속 사용허가(태양광)
12999,충청본부,충청남도 아산시 신창면 남성리 625-6,장항선,32.0,활용,사용허가(태양광),계속 사용허가(태양광)
13000,충청본부,충청남도 아산시 신창면 남성리 625-7,장항선,34.0,활용,사용허가(태양광),계속 사용허가(태양광)
13001,충청본부,충청남도 아산시 신창면 남성리 88-2,장항선,883.0,활용,사용허가(태양광),계속 사용허가(태양광)
13002,충청본부,충청남도 아산시 신창면 남성리 산40-2,장항선,1686.0,활용,사용허가(태양광),계속 사용허가(태양광)
13003,충청본부,충청남도 아산시 신창면 남성리 산41-2,장항선,2876.0,활용,사용허가(태양광),계속 사용허가(태양광)
13004,충청본부,충청남도 아산시 신창면 남성리 산42-2,장항선,694.0,활용,사용허가(태양광),계속 사용허가(태양광)
13005,충청본부,충청남도 아산시 신창면 남성리 산43-2,장항선,3669.0,활용,사용허가(태양광),계속 사용허가(태양광)
13006,충청본부,충청남도 아산시 신창면 신달리 247-2,장항선,1910.0,활용,사용허가(태양광),계속 사용허가(태양광)
13007,충청본부,충청남도 아산시 신창면 신달리 272-2,장항선,866.0,활용,사용허가(태양광),계속 사용허가(태양광)
13008,충청본부,충청남도 아산시 신창면 신달리 274-1,장항선,360.0,활용,사용허가(태양광),계속 사용허가(태양광)
13009,충청본부,충청남도 아산시 신창면 신달리 275-2,장항선,2237.0,활용,사용허가(태양광),계속 사용허가(태양광)
13013,충청본부,충청남도 아산시 신창면 신달리 산29-2,장항선,496.0,활용,사용허가(태양광),계속 사용허가(태양광)
13014,충청본부,충청남도 아산시 신창면 신달리 산30-2,장항선,1289.0,활용,사용허가(태양광),계속 사용허가(태양광)
13022,충청본부,충청남도 아산시 신창면 오목리 375-2,장항선,2532.0,활용,사용허가(태양광),계속 사용허가(태양광)
13023,충청본부,충청남도 아산시 신창면 오목리 381-1,장항선,2612.0,활용,사용허가(태양광),계속 사용허가(태양광)
13024,충청본부,충청남도 아산시 신창면 오목리 401-2,장항선,159.0,활용,사용허가(태양광),계속 사용허가(태양광)
13025,충청본부,충청남도 아산시 신창면 오목리 402-2,장항선,1908.0,활용,사용허가(태양광),계속 사용허가(태양광)
13026,충청본부,충청남도 아산시 신창면 오목리 469-2,장항선,826.0,활용,사용허가(태양광),계속 사용허가(태양광)
13027,충청본부,충청남도 아산시 신창면 오목리 4-2,장항선,1666.0,활용,사용허가(태양광),계속 사용허가(태양광)
13029,충청본부,충청남도 아산시 신창면 오목리 산112-2,장항선,1785.0,활용,사용허가(태양광),계속 사용허가(태양광)
13030,충청본부,충청남도 아산시 신창면 오목리 산113-2,장항선,1983.0,활용,사용허가(태양광),계속 사용허가(태양광)
13062,충청본부,충청남도 아산시 선장면 죽산리 181-14,장항선,939.0,활용,사용허가(태양광),계속 사용허가(태양광)
13063,충청본부,충청남도 아산시 선장면 죽산리 181-15,장항선,1084.0,활용,사용허가(태양광),계속 사용허가(태양광)
13065,충청본부,충청남도 아산시 선장면 죽산리 181-18,장항선,2883.0,활용,사용허가(태양광),계속 사용허가(태양광)
13066,충청본부,충청남도 아산시 선장면 죽산리 181-20,장항선,79.0,활용,사용허가(태양광),계속 사용허가(태양광)
13068,충청본부,충청남도 아산시 선장면 죽산리 181-23,장항선,806.0,활용,사용허가(태양광),계속 사용허가(태양광)
13070,충청본부,충청남도 아산시 선장면 죽산리 181-25,장항선,486.0,활용,사용허가(태양광),계속 사용허가(태양광)
13482,충청본부,충청남도 홍성군 홍북면 갈산리 225-2,장항선,413.0,활용,사용허가(태양광),계속 사용허가(태양광)
13483,충청본부,충청남도 홍성군 홍북면 갈산리 226-3,장항선,1223.0,활용,사용허가(태양광),계속 사용허가(태양광)
13484,충청본부,충청남도 홍성군 홍북면 갈산리 산13-2,장항선,1190.0,활용,사용허가(태양광),계속 사용허가(태양광)
13485,충청본부,충청남도 홍성군 홍북면 갈산리 산18-2,장항선,496.0,활용,사용허가(태양광),계속 사용허가(태양광)
13486,충청본부,충청남도 홍성군 홍북면 노은리 270-2,장항선,2122.0,활용,사용허가(태양광),계속 사용허가(태양광)
13487,충청본부,충청남도 홍성군 홍북면 노은리 227-2,장항선,4414.0,활용,사용허가(태양광),계속 사용허가(태양광)
13488,충청본부,충청남도 보령시 주포면 관산리 465-2,장항선,747.0,활용,사용허가(태양광),계속 사용허가(태양광)
13489,충청본부,충청남도 보령시 주포면 관산리 466-2,장항선,704.0,활용,사용허가(태양광),계속 사용허가(태양광)
13490,충청본부,충청남도 보령시 주포면 관산리 445-2,장항선,1628.0,활용,사용허가(태양광),계속 사용허가(태양광)
13506,충청본부,충청남도 홍성군 홍성읍 학계리 126-1,장항선,761.0,활용,사용허가(태양광),계속 사용허가(태양광)
13509,충청본부,충청남도 홍성군 홍성읍 학계리 438-1,장항선,50.0,활용,사용허가(태양광),계속 사용허가(태양광)
13510,충청본부,충청남도 홍성군 홍성읍 학계리 437-3,장항선,1273.0,활용,사용허가(태양광),계속 사용허가(태양광)
13511,충청본부,충청남도 홍성군 홍성읍 학계리 447-1,장항선,50.0,활용,사용허가(태양광),계속 사용허가(태양광)
13526,충청본부,충청남도 홍성군 홍성읍 학계리 126-1,장항선,761.0,활용,사용허가(태양광),계속 사용허가(태양광)
13529,충청본부,충청남도 홍성군 홍성읍 학계리 438-1,장항선,50.0,활용,사용허가(태양광),계속 사용허가(태양광)
13530,충청본부,충청남도 홍성군 홍성읍 학계리 437-3,장항선,1273.0,활용,사용허가(태양광),계속 사용허가(태양광)
